Iteration,Min,Max,Average,Std. Dev.
0,1.496,13.458,4.935,2.55223862008658
1,1.496,13.458,4.935,2.55223862008658
2,1.496,13.433,4.921,2.5467965989455066
3,1.496,13.419,4.891,2.5346443294216745
4,1.496,13.387,4.843,2.5085478906633187
5,1.496,13.336,4.782,2.4852766754153484
6,1.496,13.32,4.714,2.4585454991030575
7,1.496,13.23,4.627,2.4159185498614977
8,1.496,13.098,4.522,2.363767290433209
9,1.496,12.967,4.396,2.3213669455380437
10,1.496,12.943,4.27,2.2804311756892606
11,1.496,12.823,4.142,2.228977434062766
12,1.496,12.638,4.001,2.165216196096979
13,1.496,12.441,3.844,2.0959846703535687
14,1.496,12.413,3.691,2.012416386763404
15,1.496,12.053,3.528,1.9183796216244862
16,1.496,12.005,3.357,1.8561177273654594
17,1.496,11.567,3.179,1.7682934331092661
18,1.496,11.167,3.014,1.7144840118880151
19,1.496,10.444,2.831,1.6330136378729234
20,1.496,9.979,2.688,1.5597205151165685
21,1.496,9.394,2.514,1.4562013508801714
22,1.496,8.353,2.356,1.318164812386185
23,1.496,7.335,2.221,1.2002960574624844
24,1.496,7.167,2.111,1.1161441363755824
25,1.496,6.863,2.01,1.0309423786400125
26,1.496,6.225,1.908,0.9097020762300287
27,1.496,5.347,1.816,0.7761247373987009
28,1.496,4.678,1.739,0.644649454173329
29,1.496,4.516,1.67,0.5014634956824148
30,1.496,3.956,1.607,0.350719871118006
31,1.496,3.696,1.566,0.25608844946346304
32,1.496,3.253,1.543,0.20415303455866238
33,1.496,3.209,1.539,0.18810521825237073
34,1.496,2.751,1.525,0.15092660866163357
35,1.496,2.611,1.525,0.13244023168119867
36,1.496,2.425,1.52,0.10652486926684016
37,1.496,2.295,1.513,0.08185723605107875
38,1.496,1.949,1.505,0.04562712056996885
39,1.496,1.824,1.508,0.03748146499562746
40,1.496,1.734,1.505,0.030327210463389875
41,1.496,1.57,1.504,0.013628544077378334
42,1.496,1.625,1.505,0.01831883234998622
43,1.496,1.635,1.505,0.02091519366971468
44,1.496,1.576,1.503,0.013906933711740494
45,1.496,1.674,1.505,0.0211808432900627
46,1.496,1.709,1.503,0.022784791248453562
47,1.496,1.567,1.503,0.014809780560114805
48,1.496,1.542,1.503,0.01053791947561658
49,1.496,1.7,1.504,0.022254176652332536
50,1.496,1.713,1.506,0.02818731745588181
51,1.496,1.705,1.51,0.03180518340380907
52,1.496,1.64,1.506,0.023844242694424412
53,1.496,1.629,1.506,0.020748900936229598
54,1.496,1.661,1.506,0.02516860135690513
55,1.496,1.628,1.507,0.02454570223024535
56,1.496,1.592,1.505,0.016873447487438027
57,1.496,1.557,1.503,0.011900380896209853
58,1.496,1.576,1.504,0.014115784258324358
59,1.496,1.57,1.503,0.01391599631304248
60,1.496,1.609,1.505,0.01715700086305715
61,1.496,1.608,1.506,0.019902102060439894
62,1.496,1.596,1.508,0.021677036551598174
63,1.496,1.572,1.505,0.01384231259205801
64,1.496,1.692,1.509,0.03192321392276302
65,1.496,1.645,1.509,0.02732243905085449
66,1.496,1.678,1.507,0.02543162409980285
67,1.496,1.75,1.508,0.03348685567429888
68,1.496,1.762,1.507,0.03128741648389256
69,1.496,1.679,1.509,0.02725277373349913
70,1.496,1.703,1.508,0.026773277861352952
71,1.496,1.678,1.509,0.02773979423406486
72,1.496,1.633,1.507,0.023680401432822747
73,1.496,1.612,1.507,0.0219601093636016
74,1.496,1.725,1.513,0.032438743071103296
75,1.496,1.686,1.511,0.03303872503249107
76,1.496,1.704,1.514,0.035148818509518766
77,1.496,1.681,1.51,0.026709057984865097
78,1.496,1.746,1.511,0.03223116900621388
79,1.496,1.692,1.512,0.03064450136297969
80,1.496,1.672,1.512,0.032023297130256284
81,1.496,1.629,1.51,0.02223236304023685
82,1.496,1.773,1.516,0.03964451233260333
83,1.496,1.677,1.51,0.027664848732016228
84,1.496,1.731,1.514,0.034637962939269046
85,1.496,1.877,1.511,0.0450803881495179
86,1.496,1.871,1.521,0.05636607335528859
87,1.496,1.782,1.517,0.04714907094143586
88,1.496,1.679,1.519,0.04267390081604715
89,1.496,1.701,1.519,0.041123867963768414
90,1.496,1.7,1.512,0.03134770292728703
91,1.496,1.827,1.523,0.056310809826255394
92,1.496,1.766,1.524,0.058797163185803566
93,1.496,1.741,1.521,0.04567394975954735
94,1.496,1.801,1.52,0.04837200949862513
95,1.496,1.852,1.526,0.060225164894600745
96,1.496,1.875,1.525,0.05919285423939725
97,1.496,1.777,1.525,0.05454028443177756
98,1.496,1.835,1.521,0.05397161881381859
99,1.496,1.817,1.53,0.0631493673560174
