Iteration,Min,Max,Average,Std. Dev.
0,1.496,13.458,4.935,2.55223862008658
1,1.496,13.458,4.935,2.55223862008658
2,1.496,13.043,4.711,2.463679306750848
3,1.497,12.879,4.36,2.331735291534951
4,1.496,12.615,3.935,2.1249491106626968
5,1.496,12.27,3.514,1.9939054677431478
6,1.496,12.174,3.167,1.8589561651274205
7,1.496,11.732,2.815,1.666184487824106
8,1.496,11.133,2.475,1.4524460944361364
9,1.496,10.589,2.181,1.2503629065697137
10,1.496,10.495,1.996,1.1533773563941505
11,1.496,10.075,1.858,1.0177206982160234
12,1.496,9.469,1.774,0.8981784156351299
13,1.496,8.859,1.714,0.7995702877519101
14,1.496,8.776,1.667,0.7529772753022062
15,1.496,7.81,1.62,0.6394960823781685
16,1.496,7.683,1.597,0.6214043180318211
17,1.496,6.621,1.584,0.5175021346934675
18,1.496,5.693,1.576,0.4251777869561338
19,1.496,4.086,1.553,0.2592999672455537
20,1.496,3.134,1.538,0.1636828765856498
21,1.496,2.136,1.528,0.06848158851822435
22,1.496,1.675,1.52,0.03382661895828809
23,1.496,1.943,1.517,0.050720622316077255
24,1.496,1.921,1.516,0.046095886577878845
25,1.496,1.653,1.507,0.019011535969209042
26,1.496,1.582,1.508,0.017189662345721266
27,1.496,1.609,1.506,0.017327322995020353
28,1.496,1.619,1.507,0.02229945365099683
29,1.496,1.61,1.507,0.02006577147079566
30,1.496,1.621,1.504,0.015374265672416796
31,1.496,1.611,1.507,0.02137381510006249
32,1.496,1.59,1.505,0.01555712596941807
33,1.496,1.616,1.506,0.018898852523693416
34,1.496,1.629,1.508,0.02228062269374941
35,1.496,1.623,1.505,0.017869939207943716
36,1.496,1.623,1.506,0.018474061821158128
37,1.496,1.598,1.503,0.013977293144735451
38,1.496,1.575,1.504,0.014218297309748577
39,1.496,1.638,1.506,0.021853310589766164
40,1.496,1.637,1.505,0.020089638367038396
41,1.496,1.62,1.507,0.02024039661779234
42,1.496,1.588,1.506,0.017882208852419958
43,1.496,1.653,1.508,0.02618890469737399
44,1.496,1.609,1.505,0.019330007107188442
45,1.496,1.719,1.51,0.030426798983381954
46,1.496,1.656,1.506,0.023393958523421972
47,1.496,1.631,1.504,0.01791439991349582
48,1.496,1.646,1.506,0.022219992758124904
49,1.496,1.652,1.505,0.020882181535406635
50,1.496,1.717,1.509,0.033085468249969656
51,1.496,1.849,1.511,0.042362386140080685
52,1.496,1.814,1.507,0.03414704722205221
53,1.496,1.644,1.506,0.02457213156007481
54,1.496,1.656,1.505,0.02168531328617256
55,1.496,1.619,1.505,0.017947306956371083
56,1.496,1.63,1.505,0.021142596346692355
57,1.496,1.636,1.506,0.019789113453497813
58,1.496,1.583,1.502,0.01263598556786555
59,1.496,1.7,1.505,0.02604860838477602
60,1.496,1.717,1.508,0.030257762377117282
61,1.496,1.641,1.506,0.020738667806911526
62,1.496,1.673,1.511,0.0327134375048497
63,1.496,1.634,1.509,0.02700958964217165
64,1.496,1.611,1.506,0.020061992422255766
65,1.496,1.75,1.511,0.035922595534174574
66,1.496,1.756,1.508,0.03551688283672512
67,1.496,1.634,1.506,0.02025367583769318
68,1.496,1.634,1.505,0.020472233031845637
69,1.496,1.645,1.508,0.026811072773705244
70,1.496,1.643,1.512,0.03064621395104664
71,1.496,1.604,1.508,0.02266160651813143
72,1.496,1.748,1.511,0.03717731980739798
73,1.496,1.744,1.513,0.04323254214004347
74,1.496,1.727,1.512,0.03456801189719436
75,1.496,1.673,1.508,0.030068394341793023
76,1.496,1.617,1.512,0.028472928933726233
77,1.496,1.593,1.506,0.01907864143769974
78,1.496,1.745,1.509,0.03172804571909305
79,1.496,1.803,1.51,0.03779062619356114
80,1.496,1.624,1.511,0.029358195614350647
81,1.496,1.619,1.508,0.024022060957895656
82,1.496,1.605,1.511,0.024243085695115928
83,1.496,1.597,1.507,0.02072064362448943
84,1.496,1.63,1.508,0.024146164236747165
85,1.496,1.726,1.507,0.02926223686784135
86,1.496,1.737,1.513,0.033925499455321494
87,1.496,1.629,1.508,0.02336306803836668
88,1.496,1.774,1.511,0.03294885768915532
89,1.496,1.776,1.509,0.033167930211621434
90,1.496,1.653,1.508,0.026851317340449186
91,1.496,1.653,1.509,0.025492427921337775
92,1.496,1.634,1.509,0.02872946405191119
93,1.496,1.676,1.512,0.030038525168963603
94,1.496,1.647,1.511,0.025205957374049345
95,1.496,1.63,1.51,0.023003984907565528
96,1.496,1.627,1.51,0.02773684982209333
97,1.496,1.611,1.512,0.024021445078816654
98,1.496,1.681,1.511,0.03307800046106846
99,1.496,1.69,1.517,0.03951024796447262
