Iteration,Min,Max,Average,Std. Dev.
0,1.526,11.555,4.929,2.3690819436276693
1,1.526,11.555,4.929,2.3690819436276693
2,1.518,11.291,4.758,2.2975461065631224
3,1.511,11.2,4.393,2.152734011281302
4,1.497,11.167,4.035,2.0245181003924833
5,1.497,10.594,3.62,1.8801360052815097
6,1.496,10.024,3.262,1.786741850032203
7,1.496,8.7,2.804,1.5338741057005838
8,1.496,7.821,2.421,1.3445687624963814
9,1.496,7.155,2.177,1.124939825427448
10,1.496,6.008,1.936,0.8640504413463265
11,1.496,4.005,1.776,0.5511178963137847
12,1.496,2.823,1.634,0.244079856159104
13,1.496,2.381,1.569,0.16687162868287655
14,1.496,2.518,1.562,0.18457871506566145
15,1.496,2.252,1.541,0.14332357215784916
16,1.496,1.845,1.524,0.06449321145221308
17,1.496,1.656,1.513,0.031448551654741835
18,1.496,1.878,1.533,0.08355748347913107
19,1.496,1.894,1.529,0.07574643699050265
20,1.496,1.748,1.52,0.04355560402802497
21,1.496,1.623,1.513,0.025267351312007004
22,1.496,1.722,1.519,0.04405986179617986
23,1.496,1.851,1.523,0.057101028697052005
24,1.496,1.868,1.52,0.05998934171268826
25,1.496,1.772,1.528,0.06025903732251487
26,1.496,1.84,1.523,0.056475155140208184
27,1.496,1.757,1.526,0.057409125166144465
28,1.496,1.691,1.518,0.04258716908033083
29,1.496,1.884,1.534,0.07480168695610798
30,1.496,1.746,1.524,0.0497521560905794
31,1.496,1.808,1.519,0.05319502974542506
32,1.496,1.791,1.532,0.054986035313897494
33,1.496,1.625,1.513,0.026135495456075436
34,1.496,2.257,1.585,0.17282610268173243
35,1.496,2.443,1.575,0.19394926917106034
36,1.496,2.14,1.556,0.12836346648685265
37,1.496,2.253,1.536,0.12181323532348966
38,1.496,1.893,1.54,0.07801870246573071
39,1.496,2.299,1.543,0.129288139856546
40,1.496,2.531,1.551,0.15693888927767188
41,1.496,1.68,1.523,0.04846267327509626
42,1.496,2.18,1.544,0.13232888135840865
43,1.496,2.174,1.543,0.12193802693853971
44,1.496,1.72,1.528,0.04983614900386876
45,1.496,2.653,1.551,0.17160012394877175
46,1.496,2.655,1.546,0.16462937935109587
47,1.496,1.826,1.542,0.07839311770447568
48,1.496,2.204,1.553,0.1175398496777785
49,1.496,2.146,1.555,0.13070833654679945
