Iteration,Min,Max,Average,Std. Dev.
0,1.526,11.555,4.929,2.3690819436276693
1,1.526,11.555,4.929,2.3690819436276693
2,1.525,11.531,4.913,2.3623066719643973
3,1.525,11.52,4.867,2.3422564326601654
4,1.524,11.514,4.808,2.3216645576916743
5,1.522,11.397,4.721,2.29196193992547
6,1.517,11.27,4.624,2.2740284971420976
7,1.512,10.942,4.475,2.211886027155207
8,1.508,10.708,4.296,2.1625278942685675
9,1.505,10.516,4.109,2.0996062969871128
10,1.496,10.149,3.904,2.0001860163367584
11,1.499,9.467,3.667,1.8904413964810955
12,1.496,8.752,3.429,1.7636060466631653
13,1.499,7.902,3.163,1.594448991440425
14,1.497,7.349,2.892,1.4199664559711016
15,1.5,7.262,2.665,1.341562958763512
16,1.498,7.151,2.453,1.289522927193855
17,1.496,6.769,2.226,1.1217132272923833
18,1.496,5.939,2.013,0.8881726648003144
19,1.496,4.958,1.878,0.670310567723724
20,1.497,4.416,1.807,0.5660968639798276
21,1.498,3.151,1.704,0.37862135334327407
22,1.498,2.628,1.619,0.22941247870305426
23,1.499,1.75,1.552,0.054497990792597865
24,1.497,1.736,1.546,0.05673168461803879
25,1.496,1.892,1.54,0.07210438111931428
26,1.496,1.765,1.53,0.056094014101941155
27,1.496,1.71,1.523,0.04823601657148026
28,1.496,1.736,1.524,0.05109120275533419
29,1.496,1.698,1.513,0.033681286337385014
30,1.496,1.618,1.511,0.025555717052978887
31,1.496,1.649,1.512,0.03120229374075372
32,1.496,1.733,1.516,0.0418071508671936
33,1.496,1.791,1.517,0.05128459410392556
34,1.496,1.809,1.529,0.061608843516465776
35,1.496,1.78,1.522,0.06117158535238549
36,1.496,1.655,1.517,0.03209240435088869
37,1.496,1.74,1.523,0.04752132967909825
38,1.496,1.739,1.525,0.05003464976368036
39,1.496,1.726,1.518,0.043445148792071876
40,1.496,1.659,1.513,0.03200929836283653
41,1.496,1.631,1.512,0.029839639210341776
42,1.496,1.565,1.508,0.017418998931742632
43,1.496,1.761,1.518,0.04453137116783427
44,1.496,1.59,1.513,0.022388728307038596
45,1.496,2.236,1.535,0.11368549778947151
46,1.496,2.513,1.555,0.16083399842938775
47,1.496,1.913,1.551,0.08847950020733056
48,1.496,1.693,1.532,0.05558504610137809
49,1.496,2.231,1.562,0.14339989061287492
