Iteration,Min,Max,Average,Std. Dev.
0,1.496,13.458,4.935,2.55223862008658
1,1.496,13.458,4.935,2.55223862008658
2,1.496,13.306,4.853,2.5193052488719947
3,1.496,13.238,4.704,2.4603861448617703
4,1.496,13.108,4.5,2.353209644178132
5,1.496,12.923,4.268,2.2727244424084905
6,1.496,12.868,4.045,2.1899924783538083
7,1.496,12.597,3.784,2.068323383101991
8,1.496,12.215,3.502,1.9217052151925564
9,1.496,11.855,3.198,1.8022989769773103
10,1.496,11.791,2.92,1.7156535614305162
11,1.496,11.49,2.675,1.583316466223336
12,1.496,11.045,2.44,1.4486651224972018
13,1.496,10.587,2.22,1.3141938609038557
14,1.496,10.523,2.044,1.1948374546344214
15,1.496,9.748,1.923,1.0498888191675186
16,1.496,9.646,1.812,0.9496413936341948
17,1.496,8.75,1.716,0.7988249800454296
18,1.496,7.951,1.66,0.6915192125883273
19,1.496,6.527,1.616,0.5393995798990233
20,1.496,5.636,1.591,0.44445569231247917
21,1.496,4.553,1.566,0.328521589202665
22,1.496,2.776,1.54,0.14056544184418154
23,1.496,1.849,1.522,0.04214900911994987
24,1.496,1.814,1.522,0.039632954165282806
25,1.496,1.725,1.52,0.03405489796315633
26,1.496,1.655,1.52,0.0293363512130439
27,1.496,1.649,1.514,0.027110304410946875
28,1.496,1.647,1.513,0.028705170027721567
29,1.496,1.661,1.511,0.03124660775512652
30,1.496,1.666,1.507,0.025510222919360077
31,1.496,1.544,1.502,0.01005259660938104
32,1.496,1.644,1.507,0.022100444739467612
33,1.496,1.616,1.506,0.019844906819032296
34,1.496,1.669,1.511,0.028349236142979486
35,1.496,1.633,1.507,0.024039517742497307
36,1.496,1.624,1.508,0.02115567497648227
37,1.496,1.65,1.508,0.024535432065979322
38,1.496,1.619,1.507,0.021125378807149806
39,1.496,1.583,1.504,0.014524094405091004
40,1.496,1.609,1.506,0.020725103030279485
41,1.496,1.692,1.509,0.026215574186386082
42,1.496,1.678,1.509,0.03097168997672403
43,1.496,1.664,1.51,0.033387197212427916
44,1.496,1.679,1.513,0.03117839266754548
45,1.496,1.684,1.509,0.027814803402474123
46,1.496,1.608,1.506,0.02095565898860464
47,1.496,1.631,1.508,0.020603712714036843
48,1.496,1.645,1.509,0.02449781231708642
49,1.496,1.642,1.508,0.023436692033518
