Iteration,Min,Max,Average,Std. Dev.
0,1.526,11.555,4.929,2.3690819436276693
1,1.526,11.555,4.929,2.3690819436276693
2,1.525,11.542,4.92,2.3651785715184146
3,1.525,11.535,4.895,2.3541764954639874
4,1.525,11.532,4.864,2.3432669962276815
5,1.526,11.474,4.82,2.3280776309687057
6,1.525,11.411,4.771,2.3188723803603937
7,1.522,11.253,4.697,2.2882168024047416
8,1.519,11.141,4.609,2.263846890237841
9,1.517,11.051,4.517,2.2332787377427703
10,1.515,10.881,4.413,2.190214634438831
11,1.512,10.568,4.294,2.143335085177159
12,1.51,10.243,4.172,2.0933024782285328
13,1.501,9.795,4.034,2.024840901935597
14,1.497,9.267,3.893,1.952208806663992
15,1.496,9.179,3.768,1.9024253808879559
16,1.496,9.131,3.628,1.8650556446696787
17,1.496,8.967,3.486,1.7934102298944767
18,1.496,8.606,3.319,1.7034217895127917
19,1.496,8.18,3.146,1.6177781258810962
20,1.497,7.946,3.009,1.5700068482459373
21,1.5,7.393,2.838,1.4769315684592101
22,1.496,6.888,2.684,1.3681854389088153
23,1.497,6.76,2.525,1.2856928127375893
24,1.5,6.219,2.365,1.194611409845417
25,1.501,6.127,2.246,1.1511772219771392
26,1.496,6.048,2.145,1.1215550523827325
27,1.502,6.02,2.049,1.0614174747459095
28,1.496,5.83,1.988,0.9741651078559601
29,1.496,5.65,1.927,0.8676970896030204
30,1.497,5.263,1.87,0.7730385565481999
31,1.496,4.953,1.831,0.7170888417096478
32,1.521,4.434,1.798,0.6097016617543367
33,1.52,4.371,1.758,0.5378562681670673
34,1.513,4.22,1.733,0.4796449273211975
35,1.496,4.145,1.685,0.39629366388051485
36,1.497,3.688,1.642,0.3036931505098916
37,1.497,2.918,1.602,0.19376597327059528
38,1.496,1.762,1.569,0.0464061977163791
39,1.501,1.822,1.558,0.05570019961108177
40,1.5,1.87,1.551,0.06383423083507042
41,1.5,1.689,1.536,0.03199611337041728
42,1.496,1.592,1.526,0.018122504680790463
43,1.496,1.584,1.519,0.0194418578994001
44,1.496,1.555,1.509,0.012257511955430738
45,1.496,1.614,1.506,0.0178146602466091
46,1.496,1.609,1.507,0.02208318948527197
47,1.496,1.547,1.505,0.013030519133451001
48,1.496,1.539,1.502,0.009384868938279878
49,1.496,1.561,1.505,0.01583819157754656
