Iteration,Min,Max,Average,Std. Dev.
0,1.496,13.458,4.935,2.55223862008658
1,1.496,13.458,4.935,2.55223862008658
2,1.496,13.411,4.909,2.5419787008424457
3,1.496,13.386,4.856,2.520302898567735
4,1.496,13.332,4.773,2.4756206138892636
5,1.496,13.247,4.67,2.4373297498554187
6,1.496,13.22,4.56,2.394771006931586
7,1.496,13.079,4.421,2.3281246067999133
8,1.496,12.872,4.259,2.2477193656668963
9,1.496,12.669,4.068,2.1832114990443388
10,1.496,12.632,3.881,2.123965152062316
11,1.496,12.451,3.696,2.0447148099230126
12,1.496,12.174,3.497,1.9523663532094544
13,1.496,11.881,3.281,1.8550915627030244
14,1.496,11.84,3.073,1.743601873341722
15,1.496,11.316,2.862,1.6202098146148265
16,1.496,11.246,2.654,1.5331569253742412
17,1.496,10.613,2.452,1.4051182637606805
18,1.496,10.039,2.299,1.3111317301555931
19,1.496,9.003,2.136,1.1771948596998907
20,1.496,8.341,2.021,1.0744773472714009
21,1.496,7.514,1.905,0.9302104127147737
22,1.496,6.06,1.805,0.7350327947910019
23,1.496,4.661,1.731,0.5801916683463787
24,1.496,4.435,1.675,0.4918612558857152
25,1.496,4.149,1.628,0.4176274451396545
26,1.496,4.019,1.583,0.32583333010683135
27,1.496,3.369,1.547,0.20981044305636187
28,1.496,2.885,1.529,0.14453249236967194
29,1.496,2.746,1.522,0.1258702425178565
30,1.496,2.108,1.512,0.06341265458604062
31,1.496,1.871,1.511,0.04176174733540567
32,1.496,1.675,1.509,0.025013873151378898
33,1.496,1.633,1.51,0.026269670278647187
34,1.496,1.699,1.513,0.03091544861960206
35,1.496,1.628,1.509,0.0215600298551139
36,1.496,1.589,1.506,0.015466547711252596
37,1.496,1.674,1.505,0.02157638600314033
38,1.496,1.617,1.505,0.017281114134489354
39,1.496,1.601,1.504,0.015634501459688515
40,1.496,1.616,1.503,0.016139948828327474
41,1.496,1.609,1.506,0.018854549041594126
42,1.496,1.605,1.505,0.016109089382816664
43,1.496,1.664,1.508,0.02576036267822585
44,1.496,1.635,1.508,0.024966552161008328
45,1.496,1.64,1.508,0.022549045590584627
46,1.496,1.636,1.504,0.01892670184639478
47,1.496,1.627,1.506,0.01945343340534024
48,1.496,1.718,1.509,0.03120669801305548
49,1.496,1.695,1.508,0.028452896780365552
