Iteration,Min,Max,Average,Std. Dev.
0,3.069,10.866,5.865,2.309745427909875
1,3.069,10.866,5.865,2.309745427909875
2,3.067,10.829,5.835,2.2984382497844225
3,3.008,10.678,5.769,2.272329591810213
4,2.945,10.631,5.698,2.2802322779367508
5,2.921,10.553,5.646,2.2685695284163496
6,2.886,10.498,5.583,2.2472805821701995
7,2.875,10.408,5.494,2.2116051629283966
8,2.826,10.109,5.404,2.1414928864016662
9,2.82,9.88,5.31,2.07625954442689
10,2.73,9.432,5.188,1.954512074135477
11,2.604,9.361,5.112,1.9463319861342487
12,2.565,9.322,5.011,1.917361883004799
13,2.436,9.307,4.948,1.934789959322545
14,2.415,9.186,4.895,1.9204497523824628
15,2.386,9.152,4.834,1.9115014989413024
16,2.343,8.979,4.739,1.8769299991936106
17,2.314,8.657,4.644,1.7938576564912456
18,2.294,8.607,4.535,1.7689085329313203
19,2.259,8.574,4.435,1.764152672438783
20,2.236,8.478,4.309,1.733313961286286
21,2.15,8.29,4.196,1.7057808293562338
22,2.107,7.787,4.046,1.5909597450012434
23,2.062,7.324,3.927,1.4865441508286128
24,2.027,7.086,3.823,1.4235490570846883
25,2.01,6.815,3.748,1.3670080463130025
26,2.019,6.451,3.641,1.268164765262489
27,2.116,6.227,3.545,1.1925998512121512
28,2.278,6.209,3.47,1.1325629803560386
29,2.537,6.178,3.366,1.0864820420374277
30,2.565,6.125,3.26,1.085546185490434
31,2.55,5.993,3.192,1.047873572586041
32,2.565,5.729,3.083,0.9690155197975399
33,2.632,5.414,3.0,0.870344652426924
34,2.51,4.981,2.923,0.7330923145896573
35,2.572,4.486,2.845,0.5811066234597806
36,2.485,4.263,2.786,0.5247130294775605
37,2.484,3.953,2.71,0.4428814761042366
38,2.461,3.901,2.66,0.4445423828389183
39,2.277,3.711,2.591,0.4018788246205345
40,2.056,3.295,2.499,0.307461485218434
41,2.021,3.109,2.452,0.26414440429302133
42,2.279,2.886,2.414,0.1726487205631962
43,2.244,2.738,2.385,0.15747773650103264
44,2.195,2.682,2.35,0.16423716438412964
45,2.124,2.549,2.29,0.13364684691652626
46,2.093,2.386,2.214,0.08785603445104899
47,2.078,2.181,2.138,0.038661128673874244
48,1.941,2.168,2.071,0.08791258610832217
49,1.865,2.114,1.984,0.08637644338756748
50,1.858,2.055,1.912,0.056814938752429524
51,1.798,1.922,1.867,0.03864599046642659
52,1.682,1.858,1.798,0.06252032143110925
53,1.668,1.839,1.742,0.05902340497791237
54,1.61,1.77,1.686,0.05084007415075328
55,1.622,1.708,1.648,0.03082620235026318
56,1.573,1.727,1.629,0.04563523825485516
57,1.574,1.66,1.599,0.028109863247092897
58,1.518,1.628,1.577,0.027815396433263997
59,1.528,1.585,1.557,0.017822109065747167
60,1.515,1.59,1.541,0.022975936375954
61,1.497,1.583,1.525,0.022820986784785415
62,1.496,1.521,1.508,0.009685285651395972
63,1.496,1.553,1.509,0.017001032833472655
64,1.496,1.576,1.512,0.024216084265787505
65,1.496,1.563,1.518,0.02411416738737663
66,1.496,1.537,1.515,0.0158310778240196
67,1.498,1.552,1.507,0.01603627380900826
68,1.496,1.521,1.505,0.007583937941073629
69,1.496,1.508,1.5,0.003159024691757643
70,1.497,1.541,1.508,0.014235448393663296
71,1.496,1.53,1.505,0.011261014571690977
72,1.496,1.512,1.502,0.006261105242253972
73,1.496,1.508,1.5,0.0037650244257361487
74,1.496,1.516,1.5,0.005928792499456147
75,1.496,1.545,1.504,0.014815353879220667
76,1.496,1.545,1.503,0.01511604812169004
77,1.496,1.542,1.505,0.014019148953634776
78,1.496,1.56,1.507,0.01905377189805936
79,1.496,1.513,1.5,0.005839564333540868
80,1.496,1.501,1.498,0.0015932467305450411
81,1.496,1.503,1.498,0.0020500953437142394
82,1.496,1.505,1.497,0.002652953994727093
83,1.496,1.504,1.497,0.002354674965083917
84,1.496,1.542,1.502,0.014172993441832897
85,1.496,1.521,1.503,0.008426721592050775
86,1.496,1.51,1.5,0.004514995854522398
87,1.496,1.504,1.499,0.002893703606203381
88,1.496,1.521,1.504,0.009927245562640994
89,1.496,1.514,1.501,0.0064693775480006354
90,1.496,1.505,1.5,0.003350686789786137
91,1.496,1.504,1.499,0.0027102364226476603
92,1.497,1.524,1.503,0.007901915928226045
93,1.496,1.527,1.501,0.009225684871784755
94,1.496,1.514,1.499,0.005528760494537292
95,1.496,1.592,1.514,0.02920125893639081
96,1.496,1.597,1.511,0.030988969098689156
97,1.496,1.54,1.505,0.014006593391347515
98,1.496,1.54,1.502,0.013651730398767215
99,1.496,1.516,1.501,0.006024532026630736
