Iteration,Min,Max,Average,Std. Dev.
0,1.639,19.734,9.093,6.119611718451688
1,1.639,19.734,9.093,6.119611718451688
2,1.628,19.732,9.051,6.0971536341813115
3,1.592,19.637,8.924,6.013168567510368
4,1.576,19.574,8.716,5.847907494633675
5,1.569,19.304,8.561,5.702082608809712
6,1.539,19.037,8.334,5.519110110516638
7,1.428,18.736,8.036,5.319660814240695
8,1.309,18.631,7.768,5.236680763188853
9,1.041,18.553,7.555,5.267171197715526
10,0.812,18.432,7.302,5.259573801858123
11,0.687,18.117,7.015,5.017837702109652
12,0.648,17.904,6.741,4.843710005685624
13,0.648,17.227,6.538,4.665829451789248
14,0.699,17.21,6.416,4.6135027895276695
15,0.766,17.069,6.316,4.546064706698774
16,1.039,16.686,6.243,4.413233016960405
17,1.114,15.032,5.937,3.8718406410428545
18,1.445,13.826,5.753,3.487615856503973
19,2.107,10.456,5.347,2.4171508920161204
20,3.126,7.895,4.978,1.3584755832698752
21,2.995,6.846,4.444,1.0107883782868714
22,1.367,6.795,4.208,1.3008586068730144
23,1.508,5.915,4.02,1.0828567313735125
24,1.554,5.427,3.836,0.9800020463768833
25,1.557,4.202,3.63,0.8086415333103472
26,1.511,3.867,3.206,0.8599800991340304
27,0.963,3.718,2.639,0.9607156919047347
28,1.016,3.358,2.216,0.8200370449832851
29,0.754,2.798,1.617,0.6034499326322407
30,0.561,2.699,1.32,0.6968531273391015
31,0.36,2.682,1.027,0.7009979480803668
32,0.393,1.737,0.702,0.4068223266866772
33,0.424,1.605,0.71,0.37892031087550465
34,0.389,1.22,0.649,0.22765861804931659
35,0.285,0.617,0.482,0.0937373855248596
36,0.212,0.469,0.377,0.08326506759592366
37,0.092,0.382,0.294,0.08572810438554297
38,0.009,0.363,0.212,0.11012529680518819
39,0.042,0.342,0.141,0.09726572406682835
40,-0.023,0.318,0.073,0.10894145601638294
41,-0.065,0.281,0.043,0.09889238663270139
42,-0.054,0.095,0.013,0.049362792116200045
43,-0.109,0.114,-0.005,0.072152071840285
44,-0.111,0.085,-0.055,0.05955589337999607
45,-0.121,0.064,-0.043,0.07135158683152797
46,-0.124,0.067,-0.059,0.06614694558168994
47,-0.122,0.092,-0.066,0.06857557178127792
48,-0.121,0.046,-0.07,0.06112026129672733
49,-0.118,0.044,-0.073,0.04936095516100161
