"5,5,5,5","[2.482857496242072, 2.73277422925411, 2.7422368937415835, 2.743582677669832, 2.8163130087485535, 3.070671164803251, 3.071561561714298, 3.0736059902999386, 3.1152427020043936, 3.188016671976621, 3.1908181453220115, 3.1972738126255527, 3.253091567029108, 3.257544652247143, 3.264438268864707, 3.281256840439581, 3.3057662272347286, 3.307269049658281, 3.313242154349935, 3.314171490960561, 3.3349801310242695, 3.344116576163077, 3.351959366565061, 3.3780265542926786, 3.381506444848558, 3.396458677351292, 3.3973345966302873, 3.4011736472303653, 3.4148652029228, 3.4170603505598365, 3.426030780286601, 3.432478628735211, 3.456979170105521, 3.461373792282535, 3.4835336155621968, 3.509606794030424, 3.544882704763107, 3.5539326331761556, 3.5743925303435917, 3.5853206362625074, 3.5880731409719893, 3.5931690192800283, 3.608656438118296, 3.6198164592060893, 3.625321710427201, 3.73705019554599, 3.7547051230984643, 3.8289663139602554, 4.219835601816819, 4.620063383838197]"
"5,5,5,10","[4.556343363039532, 4.644472038697034, 4.751579228558519, 4.775164490833866, 4.804038507833075, 4.833912165874171, 4.846260060715073, 4.880415112592063, 4.905760733691983, 4.963131539677002, 4.9645163558597405, 4.991608215745369, 5.005388239122802, 5.005433721950284, 5.01558976167257, 5.016906945041099, 5.051561221332511, 5.066949851807147, 5.093466236778859, 5.096903947803166, 5.102558990235469, 5.129490873590259, 5.132869712777465, 5.144400503477721, 5.145278142087978, 5.148417608689549, 5.184053777694196, 5.191302622898479, 5.206461865440035, 5.217848492638705, 5.226118113327393, 5.237315399277925, 5.237601630033624, 5.24543870225162, 5.252817629116533, 5.255066722950421, 5.274551822148062, 5.288126100384895, 5.289882676686281, 5.294296428020317, 5.296131808107748, 5.309233784603658, 5.319525296921699, 5.330752127695012, 5.333771300849146, 5.381849257752117, 5.448012006918608, 5.4675569029317215, 5.576858618274182, 5.734760468537249]"
"5,5,5,50","[4.556343363039532, 4.644472038697034, 4.751579228558519, 4.775164490833866, 4.804038507833075, 4.833912165874171, 4.846260060715073, 4.880415112592063, 4.905760733691983, 4.963131539677002, 4.9645163558597405, 4.991608215745369, 5.005388239122802, 5.005433721950284, 5.01558976167257, 5.016906945041099, 5.051561221332511, 5.066949851807147, 5.093466236778859, 5.096903947803166, 5.102558990235469, 5.129490873590259, 5.132869712777465, 5.144400503477721, 5.145278142087978, 5.148417608689549, 5.184053777694196, 5.191302622898479, 5.206461865440035, 5.217848492638705, 5.226118113327393, 5.237315399277925, 5.237601630033624, 5.24543870225162, 5.252817629116533, 5.255066722950421, 5.274551822148062, 5.288126100384895, 5.289882676686281, 5.294296428020317, 5.296131808107748, 5.309233784603658, 5.319525296921699, 5.330752127695012, 5.333771300849146, 5.381849257752117, 5.448012006918608, 5.4675569029317215, 5.576858618274182, 5.734760468537249]"
"5,5,10,5","[4.556343363039532, 4.644472038697034, 4.751579228558519, 4.775164490833866, 4.804038507833075, 4.833912165874171, 4.846260060715073, 4.880415112592063, 4.905760733691983, 4.963131539677002, 4.9645163558597405, 4.991608215745369, 5.005388239122802, 5.005433721950284, 5.01558976167257, 5.016906945041099, 5.051561221332511, 5.066949851807147, 5.093466236778859, 5.096903947803166, 5.102558990235469, 5.129490873590259, 5.132869712777465, 5.144400503477721, 5.145278142087978, 5.148417608689549, 5.184053777694196, 5.191302622898479, 5.206461865440035, 5.217848492638705, 5.226118113327393, 5.237315399277925, 5.237601630033624, 5.24543870225162, 5.252817629116533, 5.255066722950421, 5.274551822148062, 5.288126100384895, 5.289882676686281, 5.294296428020317, 5.296131808107748, 5.309233784603658, 5.319525296921699, 5.330752127695012, 5.333771300849146, 5.381849257752117, 5.448012006918608, 5.4675569029317215, 5.576858618274182, 5.734760468537249]"
"5,5,10,10","[4.556343363039532, 4.644472038697034, 4.751579228558519, 4.775164490833866, 4.804038507833075, 4.833912165874171, 4.846260060715073, 4.880415112592063, 4.905760733691983, 4.963131539677002, 4.9645163558597405, 4.991608215745369, 5.005388239122802, 5.005433721950284, 5.01558976167257, 5.016906945041099, 5.051561221332511, 5.066949851807147, 5.093466236778859, 5.096903947803166, 5.102558990235469, 5.129490873590259, 5.132869712777465, 5.144400503477721, 5.145278142087978, 5.148417608689549, 5.184053777694196, 5.191302622898479, 5.206461865440035, 5.217848492638705, 5.226118113327393, 5.237315399277925, 5.237601630033624, 5.24543870225162, 5.252817629116533, 5.255066722950421, 5.274551822148062, 5.288126100384895, 5.289882676686281, 5.294296428020317, 5.296131808107748, 5.309233784603658, 5.319525296921699, 5.330752127695012, 5.333771300849146, 5.381849257752117, 5.448012006918608, 5.4675569029317215, 5.576858618274182, 5.734760468537249]"
"5,5,10,50","[4.556343363039532, 4.644472038697034, 4.751579228558519, 4.775164490833866, 4.804038507833075, 4.833912165874171, 4.846260060715073, 4.880415112592063, 4.905760733691983, 4.963131539677002, 4.9645163558597405, 4.991608215745369, 5.005388239122802, 5.005433721950284, 5.01558976167257, 5.016906945041099, 5.051561221332511, 5.066949851807147, 5.093466236778859, 5.096903947803166, 5.102558990235469, 5.129490873590259, 5.132869712777465, 5.144400503477721, 5.145278142087978, 5.148417608689549, 5.184053777694196, 5.191302622898479, 5.206461865440035, 5.217848492638705, 5.226118113327393, 5.237315399277925, 5.237601630033624, 5.24543870225162, 5.252817629116533, 5.255066722950421, 5.274551822148062, 5.288126100384895, 5.289882676686281, 5.294296428020317, 5.296131808107748, 5.309233784603658, 5.319525296921699, 5.330752127695012, 5.333771300849146, 5.381849257752117, 5.448012006918608, 5.4675569029317215, 5.576858618274182, 5.734760468537249]"
"5,5,50,5","[4.556343363039532, 4.644472038697034, 4.751579228558519, 4.775164490833866, 4.804038507833075, 4.833912165874171, 4.846260060715073, 4.880415112592063, 4.905760733691983, 4.963131539677002, 4.9645163558597405, 4.991608215745369, 5.005388239122802, 5.005433721950284, 5.01558976167257, 5.016906945041099, 5.051561221332511, 5.066949851807147, 5.093466236778859, 5.096903947803166, 5.102558990235469, 5.129490873590259, 5.132869712777465, 5.144400503477721, 5.145278142087978, 5.148417608689549, 5.184053777694196, 5.191302622898479, 5.206461865440035, 5.217848492638705, 5.226118113327393, 5.237315399277925, 5.237601630033624, 5.24543870225162, 5.252817629116533, 5.255066722950421, 5.274551822148062, 5.288126100384895, 5.289882676686281, 5.294296428020317, 5.296131808107748, 5.309233784603658, 5.319525296921699, 5.330752127695012, 5.333771300849146, 5.381849257752117, 5.448012006918608, 5.4675569029317215, 5.576858618274182, 5.734760468537249]"
"5,5,50,10","[4.556343363039532, 4.644472038697034, 4.751579228558519, 4.775164490833866, 4.804038507833075, 4.833912165874171, 4.846260060715073, 4.880415112592063, 4.905760733691983, 4.963131539677002, 4.9645163558597405, 4.991608215745369, 5.005388239122802, 5.005433721950284, 5.01558976167257, 5.016906945041099, 5.051561221332511, 5.066949851807147, 5.093466236778859, 5.096903947803166, 5.102558990235469, 5.129490873590259, 5.132869712777465, 5.144400503477721, 5.145278142087978, 5.148417608689549, 5.184053777694196, 5.191302622898479, 5.206461865440035, 5.217848492638705, 5.226118113327393, 5.237315399277925, 5.237601630033624, 5.24543870225162, 5.252817629116533, 5.255066722950421, 5.274551822148062, 5.288126100384895, 5.289882676686281, 5.294296428020317, 5.296131808107748, 5.309233784603658, 5.319525296921699, 5.330752127695012, 5.333771300849146, 5.381849257752117, 5.448012006918608, 5.4675569029317215, 5.576858618274182, 5.734760468537249]"
"5,5,50,50","[4.470582633723863, 4.475749429517806, 4.475966793255729, 4.476893169790357, 4.484657676396654, 4.502159210088583, 4.517725906738727, 4.518743046613163, 4.529462732396445, 4.547642901000419, 4.554401456523129, 4.5754206524319905, 4.592972684083212, 4.601158837753348, 4.60632067936232, 4.622971109636202, 4.623998135279945, 4.627141846701692, 4.654778371095931, 4.658827713000603, 4.675466238298569, 4.6906987637835655, 4.694012046300489, 4.698651370343118, 4.69926874119253, 4.706729629653723, 4.723682319943952, 4.7251319107247625, 4.726980501162076, 4.735425059272045, 4.736651104453996, 4.736900405599716, 4.743211150479516, 4.754274641221191, 4.754371908696424, 4.760404429195412, 4.763502618789776, 4.766059362776222, 4.779022153991457, 4.784536561796008, 4.802306197215031, 4.807424867150446, 4.811685560836356, 4.827068391667992, 4.829383633356393, 4.841810423967103, 4.862454985606231, 4.9154427163843835, 4.927389396556646, 4.948718936670704]"
"5,10,5,5","[4.15295981537335, 4.51435363011084, 4.611767813062737, 4.615089075760416, 4.616624782376599, 4.630074571130567, 4.645544745079086, 4.650935926151547, 4.664388213764143, 4.670314333514337, 4.675337725176595, 4.677222452761598, 4.688886910106799, 4.689787575628419, 4.702017765950298, 4.704888242334338, 4.707227463949004, 4.714071591528587, 4.738905954085743, 4.746543892108107, 4.770435618842365, 4.776933794831166, 4.790036383276161, 4.792184900675133, 4.8035435066569905, 4.817319516109034, 4.821552342465903, 4.822961350039385, 4.832686557899713, 4.845341330584444, 4.851854232715144, 4.864026510842427, 4.877473824845529, 4.879965994715439, 4.883992058602173, 4.893219996925973, 4.898968641472167, 4.904084630625242, 4.9048134812330035, 4.9146286785612086, 4.926141154181007, 4.926947469503751, 4.964203763963022, 4.9687285471906515, 4.9800015516579395, 4.980888232367608, 4.9969158482866245, 5.019624215620475, 5.267927347419455, 5.320705538071813]"
