Iteration,Min,Max,Average,Std. Dev.
0,0.111,31.675,6.754,6.808124995885279
1,0.111,31.675,6.754,6.808124995885279
2,0.115,31.13,6.58,6.710702323320889
3,0.108,29.667,6.247,6.481077851159603
4,0.096,28.189,5.768,6.135263725973616
5,0.074,25.398,5.132,5.6190142684774464
6,0.06,24.271,4.49,5.183410529607132
7,0.031,20.92,3.848,4.580240472227819
8,-0.075,19.696,3.225,4.054608016087234
9,-0.117,19.08,2.606,3.755053508654032
10,-0.119,17.617,2.093,3.440993853858037
11,-0.12,16.789,1.707,3.0668057021688453
12,-0.121,16.235,1.401,2.871925805094794
13,-0.107,13.72,1.117,2.5344602748339558
14,-0.114,13.464,0.809,2.015576115240929
15,-0.109,10.163,0.575,1.5765605641241631
16,-0.123,5.691,0.366,1.064766281523317
17,-0.119,5.451,0.246,0.8719711395831893
18,-0.123,4.726,0.179,0.7014038389144585
19,-0.121,4.884,0.116,0.5658560917333378
20,-0.111,2.91,0.061,0.32461341497501384
21,-0.124,0.723,0.035,0.13237768598289637
22,-0.113,0.973,0.017,0.1565725463788237
23,-0.123,1.087,0.026,0.18957665493288026
24,-0.123,0.803,-0.0,0.12236234874278926
25,-0.12,0.58,-0.023,0.09138473343339815
26,-0.123,0.593,-0.013,0.11162977471071275
27,-0.124,0.611,-0.039,0.11039971029620073
28,-0.12,0.376,-0.044,0.08845847126308694
29,-0.122,0.192,-0.054,0.06749453119712989
30,-0.122,0.17,-0.078,0.04718148048713866
31,-0.123,0.281,-0.069,0.07246371430086213
32,-0.124,0.198,-0.081,0.059533326230160874
33,-0.123,0.241,-0.073,0.07091045017490431
34,-0.124,0.234,-0.085,0.0624500350963275
35,-0.124,0.394,-0.067,0.09184392243740139
36,-0.124,0.327,-0.074,0.07594438352097822
37,-0.124,0.138,-0.084,0.05662752430989338
38,-0.124,0.142,-0.086,0.053651627245721416
39,-0.124,0.196,-0.082,0.063669312628547
40,-0.124,0.142,-0.085,0.06098660356771965
41,-0.124,0.587,-0.06,0.10285206634401305
42,-0.124,0.489,-0.074,0.09236308837768846
43,-0.124,0.891,-0.048,0.15809970041281576
44,-0.124,1.01,-0.056,0.13816358708144819
45,-0.124,0.327,-0.077,0.07242598199083189
46,-0.124,0.31,-0.066,0.09301118639076346
47,-0.124,0.359,-0.061,0.09788741212366367
48,-0.124,0.482,-0.047,0.12112008218090317
49,-0.124,0.486,-0.05,0.11290491287548886
