Iteration,Min,Max,Average,Std. Dev.
0,1.639,19.734,9.093,6.119611718451688
1,1.639,19.734,9.093,6.119611718451688
2,1.368,19.677,8.305,5.740114363163516
3,0.773,18.853,7.201,5.374490483193634
4,0.722,18.575,6.522,4.801406268950374
5,0.715,16.832,5.956,4.2223025454765155
6,0.74,10.45,4.951,2.4163781444291828
7,1.694,4.972,3.938,0.9907563764449803
8,1.537,4.662,3.186,0.86288447293235
9,0.675,3.146,2.038,0.8849117052284857
10,-0.035,2.597,1.214,0.9781966305385763
11,0.131,1.292,0.601,0.37395272368412763
12,-0.117,0.535,0.135,0.218103279910139
13,-0.112,0.025,-0.057,0.04429228503329048
14,-0.122,0.003,-0.08,0.04524934360309467
15,-0.123,-0.008,-0.097,0.03376384944609738
16,-0.122,0.002,-0.1,0.037130602555504336
17,-0.124,0.259,-0.044,0.11710648301897666
18,-0.121,0.278,0.002,0.137709543778451
19,-0.123,0.064,-0.057,0.06961818421154672
20,-0.123,0.159,-0.049,0.09521023672976342
21,-0.123,0.27,-0.025,0.12429531879034095
22,-0.119,0.252,-0.061,0.1110855971929703
23,-0.121,0.007,-0.076,0.047449917152246085
24,-0.123,0.018,-0.073,0.05203518859617536
25,-0.123,0.137,-0.08,0.08050452700356535
26,-0.124,0.05,-0.071,0.06880246390065067
27,-0.124,0.513,-0.017,0.19248827130316673
28,-0.123,0.378,-0.059,0.1543882780057762
29,-0.123,0.372,0.009,0.16230057369174675
30,-0.123,0.365,-0.01,0.1573858879323766
31,-0.123,-0.044,-0.089,0.022829512427392652
32,-0.12,0.931,0.106,0.36650611919949033
33,-0.118,1.35,0.129,0.46588538671703766
34,-0.112,0.308,-0.036,0.12678588574787175
35,-0.114,0.495,0.04,0.20966291908163803
36,-0.115,0.852,0.058,0.2987941389377263
37,-0.123,0.688,0.026,0.24935777940602644
38,-0.123,0.232,-0.073,0.11245265625964418
39,-0.123,0.633,0.077,0.29063431342039103
40,-0.124,1.027,0.116,0.3961009109447736
41,-0.12,0.085,-0.035,0.07902491123787286
42,-0.118,0.697,0.005,0.24962281572887687
43,-0.111,0.455,-0.022,0.1759863818551985
44,-0.122,0.066,-0.083,0.06038918679005936
45,-0.119,0.288,0.037,0.14850929677486194
46,-0.114,0.365,0.038,0.15090658966118614
47,-0.123,0.378,0.01,0.17038737675903692
48,-0.119,0.157,-0.058,0.09279248148642506
49,-0.124,0.51,-0.011,0.19517927060655246
50,-0.091,0.509,0.053,0.19914255920131368
51,-0.113,0.142,0.003,0.09673997944693115
52,-0.124,0.029,-0.076,0.05146833450925057
53,-0.121,0.071,-0.07,0.060563169520065865
54,-0.121,0.579,0.026,0.20811911845118333
55,-0.118,0.505,-0.016,0.18700132624072505
56,-0.117,0.566,-0.002,0.21032900569833554
57,-0.124,0.366,0.0,0.1522397439204461
58,-0.11,0.473,0.08,0.18775633150215426
59,-0.117,0.126,-0.013,0.08958727141410613
60,-0.111,0.256,0.024,0.12803625839608163
61,-0.091,0.436,0.06,0.1603537839405791
62,-0.12,1.39,0.227,0.5129794803812928
63,-0.116,1.395,0.209,0.4640915222862101
64,-0.12,0.381,0.005,0.16065524465433284
65,-0.122,0.461,0.021,0.19855962362254306
66,-0.119,0.132,-0.058,0.07494542243697801
67,-0.119,1.743,0.169,0.5929083923198322
68,-0.119,2.153,0.268,0.6961736914477443
69,-0.105,0.792,0.065,0.2735955040207562
70,-0.098,0.618,0.115,0.27221568985201755
71,-0.101,0.811,0.191,0.3347589675564582
72,-0.071,1.101,0.252,0.3438295068462301
73,-0.107,1.883,0.388,0.6360455818362609
74,-0.123,1.935,0.274,0.6070315755202779
75,-0.093,0.494,0.091,0.1780655678239758
76,-0.115,0.258,-0.006,0.11303940299837612
77,-0.119,0.557,0.114,0.2793143861129352
78,-0.102,0.601,0.122,0.259026670305942
79,-0.113,0.495,0.108,0.2193904962585051
80,-0.106,0.187,-0.006,0.09002756169617117
81,-0.123,0.643,0.063,0.2736093219983119
82,-0.087,0.498,0.135,0.22503357262045995
83,-0.123,0.042,-0.03,0.05667556699933071
84,-0.113,0.717,0.102,0.3140663168305678
85,-0.118,1.967,0.256,0.6432981421093986
86,-0.117,1.307,0.102,0.43704810181576326
87,-0.123,0.61,0.063,0.23633424527133315
88,-0.118,0.695,0.047,0.2427955169238376
89,-0.119,0.206,-0.042,0.09713712620696169
90,-0.115,0.407,0.005,0.16105720165957643
91,-0.116,1.004,0.159,0.32570398517555976
92,-0.116,0.161,0.011,0.09741406181349142
93,-0.123,0.345,-0.028,0.13891872316673406
94,-0.121,0.324,0.02,0.14135993049679235
95,-0.121,-0.002,-0.08,0.039218588967001
96,-0.122,0.219,-0.032,0.10402953313852303
97,-0.124,0.896,0.006,0.31600657128737863
98,-0.104,0.795,0.076,0.26957354155410646
99,-0.114,0.253,-0.011,0.11066207297241429
