Iteration,Min,Max,Average,Std. Dev.
0,1.639,19.734,9.093,6.119611718451688
1,1.639,19.734,9.093,6.119611718451688
2,1.589,19.722,8.91,6.022649438007784
3,1.456,19.475,8.533,5.812801509449022
4,1.41,19.352,8.082,5.540331599397031
5,1.395,18.969,7.824,5.312595360782896
6,1.347,18.666,7.514,5.079879918974574
7,1.185,18.342,7.172,4.878231207503086
8,1.038,18.206,6.928,4.82332507372073
9,0.79,18.093,6.744,4.836751471511655
10,0.674,17.85,6.563,4.794581202179131
11,0.681,17.264,6.362,4.550602227308086
12,0.766,16.918,6.213,4.3942872392324945
13,0.785,15.975,6.061,4.142182864437611
14,0.902,15.955,6.021,4.102590526771034
15,0.997,15.808,5.979,4.039547635352198
16,1.255,15.447,5.94,3.9091950117302137
17,1.314,14.151,5.749,3.5124880288932676
18,1.536,13.329,5.654,3.250526900386108
19,1.926,11.268,5.411,2.6049728174083797
20,2.499,9.018,5.186,1.9113664604939136
21,2.66,7.498,4.836,1.2668005849040633
22,2.932,7.475,4.549,1.2039589457191187
23,2.027,7.096,4.358,1.2922707026689926
24,1.809,6.892,4.3,1.2530468619699413
25,1.769,6.307,4.233,1.1165175155668263
26,1.569,5.053,4.066,0.9427467704042732
27,1.394,4.52,3.839,0.9207460679608083
28,1.359,4.347,3.613,0.9971841139583902
29,1.32,4.158,3.309,1.0190164194806586
30,1.313,4.136,3.085,1.021831499395449
31,1.313,4.131,2.817,0.9909666842388857
32,1.385,3.809,2.424,0.8427253687141647
33,1.023,3.52,1.992,0.739468422471037
34,0.657,3.235,1.668,0.753227879222516
35,0.448,3.114,1.355,0.8478127873377657
36,0.422,2.465,1.097,0.6851732815507108
37,0.344,2.129,0.929,0.5733856761492333
38,0.337,1.618,0.807,0.43917034823300205
39,0.329,1.253,0.608,0.2561895993753201
40,0.125,0.818,0.455,0.1774981194287347
41,0.106,0.53,0.351,0.12070977710950719
42,0.132,0.478,0.245,0.1221318507269534
43,0.085,0.321,0.155,0.07026972358873311
44,0.071,0.283,0.128,0.06207175814480671
45,0.074,0.169,0.104,0.024976995206641078
46,0.087,0.124,0.098,0.011599413722151435
47,0.053,0.174,0.095,0.030602449886080477
48,0.064,0.095,0.081,0.011246512016116733
49,0.06,0.097,0.074,0.011490941136572327
50,0.047,0.074,0.063,0.0077404940390206605
51,0.028,0.063,0.05,0.010471213834082609
52,0.024,0.058,0.038,0.00964866087714869
53,0.028,0.055,0.033,0.007953711256338066
54,0.018,0.04,0.03,0.006634923795990782
55,-0.015,0.038,0.019,0.015051666950534146
56,-0.053,0.026,-0.008,0.024800301474488137
57,-0.064,-0.005,-0.04,0.01915231436066896
58,-0.101,-0.031,-0.073,0.02295954345523836
59,-0.113,-0.057,-0.091,0.018846018085280043
60,-0.114,-0.098,-0.109,0.005006128253656609
61,-0.122,-0.087,-0.111,0.009917165558190683
62,-0.123,-0.101,-0.115,0.007361011883087719
63,-0.123,-0.104,-0.116,0.006435344447542436
64,-0.122,-0.103,-0.114,0.007124630697480502
65,-0.124,-0.108,-0.119,0.0049383763547491905
66,-0.124,-0.105,-0.121,0.005596874597073902
67,-0.124,-0.106,-0.117,0.007727726819516486
68,-0.124,-0.094,-0.116,0.00883274445490875
69,-0.124,-0.109,-0.12,0.00451070162583525
70,-0.124,-0.034,-0.11,0.028080203199311062
71,-0.124,0.001,-0.108,0.0393444138518903
72,-0.124,-0.021,-0.108,0.031804258805305616
73,-0.123,-0.094,-0.117,0.008872005320297215
74,-0.124,-0.094,-0.116,0.00961298029722577
75,-0.124,-0.095,-0.115,0.00854065717017803
76,-0.124,-0.106,-0.117,0.0065268632862314395
77,-0.124,-0.087,-0.116,0.011961229175866511
78,-0.123,-0.087,-0.116,0.010475144811960418
79,-0.122,-0.081,-0.113,0.012481858542043827
80,-0.123,-0.081,-0.109,0.013732797674389135
81,-0.119,-0.018,-0.104,0.03054938883938196
82,-0.12,-0.047,-0.108,0.02266904081485292
83,-0.122,-0.099,-0.118,0.006751965731511211
84,-0.122,-0.099,-0.116,0.006616329597682394
85,-0.122,-0.109,-0.117,0.004300059131075532
86,-0.124,-0.073,-0.114,0.016483431283938546
87,-0.123,-0.071,-0.11,0.020738877610777532
88,-0.124,-0.083,-0.116,0.012414927783618416
89,-0.124,-0.058,-0.11,0.019879044709982557
90,-0.124,-0.057,-0.105,0.024692358771738015
91,-0.123,-0.08,-0.106,0.01541582884486996
92,-0.123,-0.105,-0.117,0.006573597096985875
93,-0.124,-0.013,-0.108,0.03381406160322361
94,-0.123,-0.011,-0.109,0.0344754127465633
95,-0.123,-0.052,-0.111,0.02248270404853857
96,-0.124,-0.101,-0.119,0.008330404296361827
97,-0.123,-0.106,-0.117,0.005740255170484421
98,-0.124,-0.1,-0.117,0.0072295294882820434
99,-0.123,-0.105,-0.118,0.006831434992328618
