Key,Iteration,Min,Max,Average,Std. Dev.
"pop=300, k=1, n=150, seed=1234",0,1818075624.3036466,20521301582.995094,7644484506.896243,3037152038.3282385
"pop=300, k=1, n=150, seed=1234",1,1815136724.1478884,59396915314.59191,13802754002.38091,11350329797.06464
"pop=300, k=1, n=150, seed=1234",2,1812308847.751819,85094831540.39728,12952068760.858503,12510819949.849445
"pop=300, k=1, n=150, seed=1234",3,1815963450.8996768,113424881490.4608,12991330704.604841,12728110523.048141
"pop=300, k=1, n=150, seed=1234",4,1813289829.4263673,77212347018.27356,10769804193.677992,11255998032.672623
"pop=300, k=1, n=150, seed=1234",5,1811072160.224662,81797594835.37288,9291524088.802885,9766879661.650562
"pop=300, k=1, n=150, seed=1234",6,1799849123.5640588,42732098069.168625,7588330366.261406,7022274173.188168
"pop=300, k=1, n=150, seed=1234",7,1790901971.9301093,166283961753.56433,6901164833.121207,11315099906.75471
"pop=300, k=1, n=150, seed=1234",8,1785842362.8259575,26410075798.791946,3902505053.0083885,4136532934.374862
"pop=300, k=1, n=150, seed=1234",9,1775505394.8731284,7613978329.608197,1840354986.877723,360789600.77053064
"pop=300, k=1, n=150, seed=1234",10,1747886426.6095586,1830926135.2950244,1793644617.9165115,13374379.742004447
"pop=300, k=1, n=150, seed=1234",11,1738104608.974472,1834303947.3597841,1781482994.3259368,14549762.047555484
"pop=300, k=1, n=150, seed=1234",12,1690351143.6191652,1839444106.8708947,1767483327.295566,19627065.333810005
"pop=300, k=1, n=150, seed=1234",13,1639440565.412945,1869388623.194535,1750302239.8817556,27766610.221866988
"pop=300, k=1, n=150, seed=1234",14,1579607859.5552025,1862133729.4203236,1726993616.0898302,38494183.500020236
"pop=300, k=1, n=150, seed=1234",15,1455302324.425112,1903653693.714971,1690909316.858516,54865070.49072309
"pop=300, k=1, n=150, seed=1234",16,1322580803.566137,1884901552.4585092,1643792511.885958,66915318.40932637
"pop=300, k=1, n=150, seed=1234",17,1316669050.3161025,1896772811.561877,1590839914.5212932,94212662.07208513
"pop=300, k=1, n=150, seed=1234",18,1202755318.2590642,1986539467.8987324,1519306456.1375597,116852825.26821952
