Iteration,Min,Max,Average,Std. Dev.
0,0.215,23.524,6.084,5.103618277713391
1,0.215,23.524,6.084,5.103618277713391
2,0.214,23.404,6.049,5.068941030846882
3,0.214,23.002,5.968,4.9857968656760665
4,0.21,22.996,5.877,4.944480078916496
5,0.184,22.506,5.732,4.812721116336716
6,0.184,22.142,5.556,4.639478324223181
7,0.172,22.017,5.321,4.480234297846415
8,0.134,21.82,5.088,4.385170750827877
9,0.1,21.323,4.841,4.268734997595232
10,0.085,20.003,4.509,4.077376896258011
11,0.054,19.196,4.147,3.9079156706597082
12,-0.001,18.254,3.81,3.7341481326997554
13,-0.052,17.888,3.431,3.452182129397773
14,-0.06,17.655,3.078,3.2128988729950096
15,-0.094,17.164,2.787,3.1141739731681817
16,-0.123,16.563,2.446,2.930158132731888
17,-0.12,15.458,2.105,2.7267573742820574
18,-0.12,15.035,1.755,2.6002231550220145
19,-0.123,14.944,1.401,2.4890004799046648
20,-0.108,14.652,1.07,2.3013703749031946
21,-0.117,14.542,0.884,2.269522828301615
22,-0.112,12.592,0.736,2.0064596983404446
23,-0.119,8.237,0.54,1.4157074523018558
24,-0.114,6.031,0.397,1.0803895386116418
25,-0.096,5.464,0.353,1.0258191654566924
26,-0.051,4.797,0.288,0.8368500488284922
27,-0.101,4.631,0.245,0.765299468904471
28,-0.034,4.372,0.184,0.6545778672424584
29,-0.112,2.808,0.111,0.41142167844192346
30,-0.106,1.163,0.075,0.20133491522122
31,-0.1,1.396,0.049,0.20860154611457307
32,-0.097,0.935,0.05,0.19872582442260633
33,-0.098,2.238,0.061,0.3357562943414727
34,-0.112,2.097,0.066,0.30866359751789263
35,-0.111,1.533,0.04,0.23260040892967276
36,-0.112,0.559,0.008,0.11043192939513169
37,-0.115,0.579,-0.011,0.1115455192947113
38,-0.113,0.446,-0.034,0.10498990612408879
39,-0.118,0.38,-0.049,0.09075346068644416
40,-0.119,0.41,-0.072,0.07584937805511015
41,-0.122,0.363,-0.069,0.07470203488848116
42,-0.123,0.074,-0.086,0.04055700705700135
43,-0.123,0.17,-0.088,0.04858680581370782
44,-0.123,0.073,-0.093,0.04070142057442638
45,-0.121,0.206,-0.093,0.053102939553738224
46,-0.124,0.037,-0.098,0.03482221812449673
47,-0.124,0.049,-0.088,0.04767870880907038
48,-0.124,0.032,-0.1,0.033966135541999704
49,-0.124,0.389,-0.079,0.08605735911761993
50,-0.124,0.391,-0.079,0.08592008248529451
51,-0.124,0.384,-0.08,0.08350862634377466
52,-0.124,0.071,-0.093,0.040004379269044224
53,-0.124,0.161,-0.088,0.06248682233718813
54,-0.124,0.113,-0.087,0.0515047096542439
55,-0.124,0.261,-0.074,0.07690864429490392
56,-0.124,0.209,-0.075,0.0815715262655838
57,-0.124,0.143,-0.076,0.06703103575127299
58,-0.124,0.166,-0.087,0.06023341143221208
59,-0.124,0.15,-0.085,0.06460589212859551
60,-0.124,0.2,-0.071,0.07685315373767834
61,-0.124,0.16,-0.081,0.07324912557380692
62,-0.124,0.21,-0.068,0.07705286962400759
63,-0.124,0.286,-0.069,0.08217623546052727
64,-0.124,0.316,-0.072,0.09145779356313422
65,-0.123,0.554,-0.039,0.12159269826303751
66,-0.121,0.342,-0.073,0.07897294660567115
67,-0.124,0.381,-0.047,0.13132575771208513
68,-0.123,0.397,-0.032,0.11450811255068728
69,-0.122,0.254,-0.063,0.08168264470285916
70,-0.123,0.223,-0.049,0.08027509888577497
71,-0.124,0.244,-0.065,0.08803547133407019
72,-0.124,0.236,-0.028,0.11945645991769396
73,-0.124,0.292,-0.043,0.11087834670500815
74,-0.124,0.295,-0.059,0.0874204194951973
75,-0.122,0.401,-0.063,0.09630694839931932
76,-0.123,0.578,-0.033,0.15257001281003577
77,-0.123,0.589,-0.037,0.14371831139123037
78,-0.123,0.318,-0.059,0.09470931166496131
79,-0.123,0.382,-0.026,0.13470819554077615
80,-0.122,0.38,-0.015,0.14119201948035434
81,-0.124,0.293,-0.038,0.11433050212959202
82,-0.123,0.333,-0.04,0.1074393381240604
83,-0.121,0.261,-0.073,0.07354004118174448
84,-0.124,0.575,-0.038,0.13909808350384548
85,-0.124,0.992,-0.043,0.20082154133343674
86,-0.124,1.17,-0.047,0.19330625303112084
87,-0.124,1.129,-0.034,0.20581612594653223
88,-0.124,1.05,-0.025,0.20765131556307503
89,-0.124,1.184,-0.039,0.20750801812867603
90,-0.124,0.496,-0.064,0.11136432602014952
91,-0.124,0.662,0.008,0.20315165820454234
92,-0.124,0.631,-0.014,0.18472792822478148
93,-0.124,0.908,-0.035,0.1890627517729143
94,-0.124,1.073,0.037,0.22830728857537946
95,-0.124,1.049,-0.019,0.1850573240205392
96,-0.124,0.66,-0.026,0.1771020751745179
97,-0.122,0.771,-0.007,0.17727024174026615
98,-0.123,0.584,-0.025,0.1429291011878518
99,-0.124,1.126,0.003,0.27874196745476504
