Iteration,Min,Max,Average,Std. Dev.
0,1.639,19.734,9.093,6.119611718451688
1,1.639,19.734,9.093,6.119611718451688
2,1.183,19.644,7.917,5.59508805566455
3,0.921,18.63,6.855,5.05391353631831
4,1.36,18.222,5.934,4.682360536256956
5,1.465,13.354,4.927,3.310932471602828
6,1.749,4.978,3.576,1.057161845621351
7,1.448,4.183,2.748,0.8389538237913846
8,0.268,2.621,1.88,0.6944833786014202
9,-0.084,2.056,0.791,0.8411400006284546
10,-0.071,1.34,0.477,0.3956358597923435
11,-0.041,0.709,0.263,0.28171134551310895
12,-0.012,0.539,0.144,0.173509729144407
13,-0.049,0.177,0.047,0.07258639943504162
14,-0.073,0.12,-0.015,0.05567055314640477
15,-0.112,0.026,-0.042,0.047378194187308924
16,-0.076,0.3,0.011,0.12670797496194622
17,-0.098,0.11,-0.04,0.061020183455924804
18,-0.112,0.171,-0.028,0.09905825534998021
19,-0.121,0.279,-0.009,0.12953711128381953
20,-0.111,0.271,-0.004,0.11351842785093842
21,-0.09,0.319,0.003,0.13699665827959595
22,-0.11,0.306,-0.033,0.12299184579183067
23,-0.121,0.175,-0.02,0.11343370076127221
24,-0.111,0.26,0.014,0.11734863077949731
25,-0.114,0.383,-0.011,0.14929685451388428
26,-0.097,0.144,-0.045,0.09245248021083222
27,-0.108,1.946,0.182,0.6300191712441573
28,-0.123,1.326,0.091,0.441595947062506
29,-0.12,0.634,0.022,0.22406883897170715
30,-0.121,0.535,0.016,0.203147262726533
31,-0.12,0.241,-0.037,0.11213676236268053
32,-0.115,0.135,-0.01,0.08363640282455531
33,-0.111,0.211,-0.025,0.10917214039857534
34,-0.118,0.45,0.049,0.20418525774469776
35,-0.118,0.383,0.047,0.18368554015581381
36,-0.121,0.216,-0.014,0.12457662439022639
37,-0.118,0.29,0.004,0.1284668832108715
38,-0.122,0.09,-0.056,0.07101958177003943
39,-0.12,0.578,0.049,0.24639704359617806
40,-0.121,0.755,0.037,0.2823285569439986
41,-0.121,0.32,0.018,0.16706946746787033
42,-0.123,0.42,0.069,0.20312691037801947
43,-0.108,0.315,-0.007,0.145958730528583
44,-0.108,0.061,-0.06,0.05614531720822473
45,-0.116,0.259,-0.006,0.12097204732980718
46,-0.12,0.505,-0.02,0.1867155174522926
47,-0.123,0.564,0.013,0.21055192195401912
48,-0.121,0.029,-0.067,0.05203286948087996
49,-0.122,0.493,-0.008,0.18887053423392997
