n,m,M,b,loss p1,loss p2,loss p3,loss p4,loss p5,loss p6,loss p7,loss p8,loss p9,loss p10,loss p11,loss p12,loss p13,loss p14,loss p15,loss p16,loss p17,loss p18,loss p19,loss p20,loss p21,loss p22,loss p23,loss p24,loss p25,loss p26,loss p27,loss p28,loss p29,loss p30,loss p31,loss p32,loss p33,loss p34,loss p35,loss p36,loss p37,loss p38,loss p39,loss p40,loss p41,loss p42,loss p43,loss p44,loss p45,loss p46,loss p47,loss p48,loss p49,loss p50,loss p51,loss p52,loss p53,loss p54,loss p55,loss p56,loss p57,loss p58,loss p59,loss p60,loss p61,loss p62,loss p63,loss p64,loss p65,loss p66,loss p67,loss p68,loss p69,loss p70,loss p71,loss p72,loss p73,loss p74,loss p75,loss p76,loss p77,loss p78,loss p79,loss p80,loss p81,loss p82,loss p83,loss p84,loss p85,loss p86,loss p87,loss p88,loss p89,loss p90,loss p91,loss p92,loss p93,loss p94,loss p95,loss p96,loss p97,loss p98,loss p99,loss p100
5,5,5,5,428.9774118035006,573.9155840980833,621.0118761041348,660.7821506888588,732.315271042937,746.8732133534561,788.8243354270285,809.4099355445302,834.4207849027806,840.208122291503,846.2848742526677,861.6167552200064,889.4051364554905,900.4538225702739,935.968528410452,943.2105025185477,959.5329250121066,959.7461569773317,968.2774151761615,972.5709529464284,988.461108125633,988.461108125633,994.6380567352105,995.7230938265543,1000.1548782847146,1002.321267023899,1002.321267023899,1009.1195590934315,1009.9990907831923,1013.4883882701397,1019.8561931385359,1028.833111024457,1036.6670477031544,1037.1627314496543,1037.1627314496543,1038.8782403767193,1045.0399871401546,1059.729032837318,1066.3655405027528,1070.697052714621,1073.7200903865746,1077.9131343801776,1089.6388220625079,1090.609862729231,1090.609862729231,1090.609862729231,1090.609862729231,1091.7572196704932,1110.6268413355451,1111.8696698236952,1116.354984743407,1122.8447060387903,1122.8447060387903,1127.4800733427785,1128.2456596461504,1131.4382875549218,1131.4382875549218,1134.0198894105474,1139.3458420657455,1139.3458420657455,1139.3458420657455,1142.785604297222,1143.446762525061,1146.118213393497,1146.948275623735,1146.948275623735,1147.1461187678783,1148.9958123310819,1151.8769951860324,1151.8769951860324,1157.0547970863631,1157.0547970863631,1159.6881557735844,1159.9584525190903,1159.962163550598,1159.962163550598,1159.962163550598,1161.1667359728933,1161.1667359728933,1161.6663631260692,1168.0586788600706,1168.0586788600706,1168.0586788600706,1170.2438243981858,1171.154321968577,1171.154321968577,1174.6708774188523,1175.8369497528433,1177.6378641135334,1177.6378641135334,1177.9632861634548,1177.9632861634548,1177.9632861634548,1185.536038295439,1185.536038295439,1185.536038295439,1185.536038295439,1185.536038295439,1185.536038295439,1185.536038295439
5,5,5,10,35422.3413280628,50129.2689881088,60368.45873917625,69704.84975335008,72722.1889997338,77459.16580181725,80687.3006990103,82008.81911965748,84115.23177597669,85692.82068273643,88476.71958326944,89879.2365411849,90907.88845227192,95275.72215442082,95275.72215442082,96438.14899279752,99033.3337573703,99305.1346158046,99487.8496628182,99759.8192068261,99759.8192068261,101985.96126477869,102121.02778701962,102396.47271774734,104051.84230567419,104051.84230567419,105019.51002662437,106273.97099731478,106273.97099731478,106273.97099731478,106273.97099731478,106343.98311535546,106652.6072731055,107360.21846373173,107360.21846373173,107740.57450629576,108268.46986576123,108268.46986576123,109242.49104252853,109355.90242652743,109355.90242652743,110213.43560324493,110213.43560324493,110622.12422123569,111019.20865954389,113194.0627733448,113342.72626026097,113630.45133314535,113903.3071252557,114618.60233611567,114618.60233611567,114618.60233611567,114629.29752328197,114654.80141821326,114654.80141821326,114709.51913280992,114783.52460410562,115348.96009057859,115348.96009057859,115887.28096063758,115949.27876138117,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116573.17359885148,116573.17359885148,116617.21540402106,116650.44107165682,117682.57948318106,117896.64252726303,118439.93632195625,118465.36782752379,118494.8949115581,119932.17801289709,121041.19245542341,121041.19245542341,121041.19245542341,121041.19245542341,121482.17939866966,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122350.4775532358,123133.66626233119,123133.66626233119,123606.0487513131,124764.84853159828,124764.84853159828,124764.84853159828,124922.80872757605,124922.80872757605,124922.80872757605,124922.80872757605
5,5,5,50,35422.3413280628,50129.2689881088,60368.45873917625,69704.84975335008,72722.1889997338,77459.16580181725,80687.3006990103,82008.81911965748,84115.23177597669,85692.82068273643,88476.71958326944,89879.2365411849,90907.88845227192,95275.72215442082,95275.72215442082,96438.14899279752,99033.3337573703,99305.1346158046,99487.8496628182,99759.8192068261,99759.8192068261,101985.96126477869,102121.02778701962,102396.47271774734,104051.84230567419,104051.84230567419,105019.51002662437,106273.97099731478,106273.97099731478,106273.97099731478,106273.97099731478,106343.98311535546,106652.6072731055,107360.21846373173,107360.21846373173,107740.57450629576,108268.46986576123,108268.46986576123,109242.49104252853,109355.90242652743,109355.90242652743,110213.43560324493,110213.43560324493,110622.12422123569,111019.20865954389,113194.0627733448,113342.72626026097,113630.45133314535,113903.3071252557,114618.60233611567,114618.60233611567,114618.60233611567,114629.29752328197,114654.80141821326,114654.80141821326,114709.51913280992,114783.52460410562,115348.96009057859,115348.96009057859,115887.28096063758,115949.27876138117,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116573.17359885148,116573.17359885148,116617.21540402106,116650.44107165682,117682.57948318106,117896.64252726303,118439.93632195625,118465.36782752379,118494.8949115581,119932.17801289709,121041.19245542341,121041.19245542341,121041.19245542341,121041.19245542341,121482.17939866966,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122350.4775532358,123133.66626233119,123133.66626233119,123606.0487513131,124764.84853159828,124764.84853159828,124764.84853159828,124922.80872757605,124922.80872757605,124922.80872757605,124922.80872757605
5,5,10,5,35422.3413280628,50129.2689881088,60368.45873917625,69704.84975335008,72722.1889997338,77459.16580181725,80687.3006990103,82008.81911965748,84115.23177597669,85692.82068273643,88476.71958326944,89879.2365411849,90907.88845227192,95275.72215442082,95275.72215442082,96438.14899279752,99033.3337573703,99305.1346158046,99487.8496628182,99759.8192068261,99759.8192068261,101985.96126477869,102121.02778701962,102396.47271774734,104051.84230567419,104051.84230567419,105019.51002662437,106273.97099731478,106273.97099731478,106273.97099731478,106273.97099731478,106343.98311535546,106652.6072731055,107360.21846373173,107360.21846373173,107740.57450629576,108268.46986576123,108268.46986576123,109242.49104252853,109355.90242652743,109355.90242652743,110213.43560324493,110213.43560324493,110622.12422123569,111019.20865954389,113194.0627733448,113342.72626026097,113630.45133314535,113903.3071252557,114618.60233611567,114618.60233611567,114618.60233611567,114629.29752328197,114654.80141821326,114654.80141821326,114709.51913280992,114783.52460410562,115348.96009057859,115348.96009057859,115887.28096063758,115949.27876138117,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116573.17359885148,116573.17359885148,116617.21540402106,116650.44107165682,117682.57948318106,117896.64252726303,118439.93632195625,118465.36782752379,118494.8949115581,119932.17801289709,121041.19245542341,121041.19245542341,121041.19245542341,121041.19245542341,121482.17939866966,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122350.4775532358,123133.66626233119,123133.66626233119,123606.0487513131,124764.84853159828,124764.84853159828,124764.84853159828,124922.80872757605,124922.80872757605,124922.80872757605,124922.80872757605
5,5,10,10,35422.3413280628,50129.2689881088,60368.45873917625,69704.84975335008,72722.1889997338,77459.16580181725,80687.3006990103,82008.81911965748,84115.23177597669,85692.82068273643,88476.71958326944,89879.2365411849,90907.88845227192,95275.72215442082,95275.72215442082,96438.14899279752,99033.3337573703,99305.1346158046,99487.8496628182,99759.8192068261,99759.8192068261,101985.96126477869,102121.02778701962,102396.47271774734,104051.84230567419,104051.84230567419,105019.51002662437,106273.97099731478,106273.97099731478,106273.97099731478,106273.97099731478,106343.98311535546,106652.6072731055,107360.21846373173,107360.21846373173,107740.57450629576,108268.46986576123,108268.46986576123,109242.49104252853,109355.90242652743,109355.90242652743,110213.43560324493,110213.43560324493,110622.12422123569,111019.20865954389,113194.0627733448,113342.72626026097,113630.45133314535,113903.3071252557,114618.60233611567,114618.60233611567,114618.60233611567,114629.29752328197,114654.80141821326,114654.80141821326,114709.51913280992,114783.52460410562,115348.96009057859,115348.96009057859,115887.28096063758,115949.27876138117,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116573.17359885148,116573.17359885148,116617.21540402106,116650.44107165682,117682.57948318106,117896.64252726303,118439.93632195625,118465.36782752379,118494.8949115581,119932.17801289709,121041.19245542341,121041.19245542341,121041.19245542341,121041.19245542341,121482.17939866966,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122350.4775532358,123133.66626233119,123133.66626233119,123606.0487513131,124764.84853159828,124764.84853159828,124764.84853159828,124922.80872757605,124922.80872757605,124922.80872757605,124922.80872757605
5,5,10,50,35422.3413280628,50129.2689881088,60368.45873917625,69704.84975335008,72722.1889997338,77459.16580181725,80687.3006990103,82008.81911965748,84115.23177597669,85692.82068273643,88476.71958326944,89879.2365411849,90907.88845227192,95275.72215442082,95275.72215442082,96438.14899279752,99033.3337573703,99305.1346158046,99487.8496628182,99759.8192068261,99759.8192068261,101985.96126477869,102121.02778701962,102396.47271774734,104051.84230567419,104051.84230567419,105019.51002662437,106273.97099731478,106273.97099731478,106273.97099731478,106273.97099731478,106343.98311535546,106652.6072731055,107360.21846373173,107360.21846373173,107740.57450629576,108268.46986576123,108268.46986576123,109242.49104252853,109355.90242652743,109355.90242652743,110213.43560324493,110213.43560324493,110622.12422123569,111019.20865954389,113194.0627733448,113342.72626026097,113630.45133314535,113903.3071252557,114618.60233611567,114618.60233611567,114618.60233611567,114629.29752328197,114654.80141821326,114654.80141821326,114709.51913280992,114783.52460410562,115348.96009057859,115348.96009057859,115887.28096063758,115949.27876138117,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116573.17359885148,116573.17359885148,116617.21540402106,116650.44107165682,117682.57948318106,117896.64252726303,118439.93632195625,118465.36782752379,118494.8949115581,119932.17801289709,121041.19245542341,121041.19245542341,121041.19245542341,121041.19245542341,121482.17939866966,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122350.4775532358,123133.66626233119,123133.66626233119,123606.0487513131,124764.84853159828,124764.84853159828,124764.84853159828,124922.80872757605,124922.80872757605,124922.80872757605,124922.80872757605
5,5,50,5,35422.3413280628,50129.2689881088,60368.45873917625,69704.84975335008,72722.1889997338,77459.16580181725,80687.3006990103,82008.81911965748,84115.23177597669,85692.82068273643,88476.71958326944,89879.2365411849,90907.88845227192,95275.72215442082,95275.72215442082,96438.14899279752,99033.3337573703,99305.1346158046,99487.8496628182,99759.8192068261,99759.8192068261,101985.96126477869,102121.02778701962,102396.47271774734,104051.84230567419,104051.84230567419,105019.51002662437,106273.97099731478,106273.97099731478,106273.97099731478,106273.97099731478,106343.98311535546,106652.6072731055,107360.21846373173,107360.21846373173,107740.57450629576,108268.46986576123,108268.46986576123,109242.49104252853,109355.90242652743,109355.90242652743,110213.43560324493,110213.43560324493,110622.12422123569,111019.20865954389,113194.0627733448,113342.72626026097,113630.45133314535,113903.3071252557,114618.60233611567,114618.60233611567,114618.60233611567,114629.29752328197,114654.80141821326,114654.80141821326,114709.51913280992,114783.52460410562,115348.96009057859,115348.96009057859,115887.28096063758,115949.27876138117,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116573.17359885148,116573.17359885148,116617.21540402106,116650.44107165682,117682.57948318106,117896.64252726303,118439.93632195625,118465.36782752379,118494.8949115581,119932.17801289709,121041.19245542341,121041.19245542341,121041.19245542341,121041.19245542341,121482.17939866966,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122350.4775532358,123133.66626233119,123133.66626233119,123606.0487513131,124764.84853159828,124764.84853159828,124764.84853159828,124922.80872757605,124922.80872757605,124922.80872757605,124922.80872757605
5,5,50,10,35422.3413280628,50129.2689881088,60368.45873917625,69704.84975335008,72722.1889997338,77459.16580181725,80687.3006990103,82008.81911965748,84115.23177597669,85692.82068273643,88476.71958326944,89879.2365411849,90907.88845227192,95275.72215442082,95275.72215442082,96438.14899279752,99033.3337573703,99305.1346158046,99487.8496628182,99759.8192068261,99759.8192068261,101985.96126477869,102121.02778701962,102396.47271774734,104051.84230567419,104051.84230567419,105019.51002662437,106273.97099731478,106273.97099731478,106273.97099731478,106273.97099731478,106343.98311535546,106652.6072731055,107360.21846373173,107360.21846373173,107740.57450629576,108268.46986576123,108268.46986576123,109242.49104252853,109355.90242652743,109355.90242652743,110213.43560324493,110213.43560324493,110622.12422123569,111019.20865954389,113194.0627733448,113342.72626026097,113630.45133314535,113903.3071252557,114618.60233611567,114618.60233611567,114618.60233611567,114629.29752328197,114654.80141821326,114654.80141821326,114709.51913280992,114783.52460410562,115348.96009057859,115348.96009057859,115887.28096063758,115949.27876138117,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116449.31591877725,116573.17359885148,116573.17359885148,116617.21540402106,116650.44107165682,117682.57948318106,117896.64252726303,118439.93632195625,118465.36782752379,118494.8949115581,119932.17801289709,121041.19245542341,121041.19245542341,121041.19245542341,121041.19245542341,121482.17939866966,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122000.43586078106,122350.4775532358,123133.66626233119,123133.66626233119,123606.0487513131,124764.84853159828,124764.84853159828,124764.84853159828,124922.80872757605,124922.80872757605,124922.80872757605,124922.80872757605
5,5,50,50,37149.26111281864,50866.98066641427,58841.96793890037,68123.21826997059,75067.40953396326,78917.66049849933,80931.58649499105,82532.60987141095,84048.95912313309,86654.10134550245,87790.9583649251,88772.82803879766,89048.63497183273,89749.0223978918,90841.30278773552,92752.38067070824,93477.86563345393,93490.87919289253,94151.7242623414,96462.50874275657,97795.33638029972,97992.35205588282,101621.56668716976,101662.2719476492,101869.42247356438,102253.16768936909,103921.99408944696,106895.90609556792,107315.49445168427,108664.38692228423,110461.17339654895,110563.68961362727,111216.52419849136,111216.52419849136,111216.52419849136,113328.59212605606,113328.59212605606,113797.26892259662,114186.76157726138,114186.76157726138,114275.20049101356,114632.09320318431,115383.9110447795,116808.28687097714,117286.66356629977,117292.619342275,117880.35092117419,118318.03531964778,118361.77946241657,118361.77946241657,118361.77946241657,118361.77946241657,118361.77946241657,118447.39397680952,118447.39397680952,118447.39397680952,119198.92717248248,119479.892694779,119479.892694779,120607.85653516176,120607.85653516176,120607.85653516176,120728.18299736397,120969.48462979362,121456.7824149167,121847.02893423245,122257.08083280642,122257.08083280642,123638.252103954,123638.252103954,124020.85241656518,124020.85241656518,124020.85241656518,124839.08069475729,124860.8577002419,124860.8577002419,125292.09150103427,125292.09150103427,125292.09150103427,125292.09150103427,125292.09150103427,125292.09150103427,126008.0054756024,126008.0054756024,126008.0054756024,126008.0054756024,126008.0054756024,126008.0054756024,126008.0054756024,126445.83004339677,126445.83004339677,126445.83004339677,126487.07335776233,127102.19535110993,127427.65448149425,127903.90445709755,127903.90445709755,127903.90445709755,127903.90445709755,127903.90445709755
5,10,5,5,38539.53946365733,54394.65312087885,66619.04716459414,74772.07375893333,79986.91449638794,83530.40592656692,87083.80771093105,90803.97533798742,92231.73884454086,94587.65867329414,95846.14226451544,99463.47800367909,102096.00440990663,102377.5351294167,102377.5351294167,103567.28145062854,105730.41889743737,105730.41889743737,105730.41889743737,107212.72633917403,107814.72022631273,107814.72022631273,107863.39963303905,108489.47995310984,108703.7277082866,109130.36124334962,109563.57245285378,109667.21833154079,110171.94048604515,110714.1156063758,110714.1156063758,110714.1156063758,110714.1156063758,112044.50729413281,114010.61661403315,114874.451374909,115255.67888208307,116683.48542651391,116683.48542651391,116683.48542651391,116683.48542651391,116683.48542651391,117644.27879686985,118059.17930617061,119091.60197734652,119091.60197734652,119137.72489386634,119137.72489386634,119137.72489386634,119137.72489386634,119344.72503641932,119533.1435451594,120988.61773300526,120988.61773300526,121188.46562637424,121765.58389663234,122411.29445088806,122411.29445088806,122521.4316913248,123680.16042280625,123784.34917493767,124052.38084267528,124127.39027596521,124127.39027596521,124288.91613493557,124288.91613493557,124322.96484633622,124943.03695165954,124943.03695165954,124943.03695165954,125345.85517187431,125771.74291523802,125771.74291523802,125771.74291523802,125771.74291523802,125771.74291523802,125771.74291523802,126336.1344339611,126380.06342019598,126435.20826437994,126941.0612275482,126941.0612275482,127876.0210502379,127876.0210502379,127876.0210502379,128794.74138527078,128794.74138527078,128864.02711936858,128864.02711936858,128864.02711936858,128864.02711936858,128864.02711936858,128864.02711936858,129128.31226575674,129895.19215810308,129895.19215810308,129895.19215810308,129895.19215810308,129895.19215810308,129895.19215810308
