Iteration,Min,Max,Average,Std. Dev.
0,1.639,19.734,9.093,6.119611718451688
1,1.639,19.734,9.093,6.119611718451688
2,1.618,19.729,9.012,6.076150237419201
3,1.554,19.582,8.803,5.94469113292362
4,1.528,19.494,8.5,5.724067109202665
5,1.518,19.166,8.299,5.539099635326634
6,1.481,18.875,8.028,5.326494391156848
7,1.346,18.569,7.697,5.1181726591480885
8,1.209,18.462,7.425,5.04794355226663
9,0.932,18.38,7.217,5.076336505596989
10,0.732,18.227,6.988,5.0631642607697005
11,0.657,17.81,6.731,4.824932345175678
12,0.674,17.536,6.507,4.660962822842003
13,0.684,16.707,6.321,4.444799302044997
14,0.774,16.688,6.237,4.398603549908866
15,0.861,16.536,6.163,4.330537339565608
16,1.145,16.141,6.106,4.190556825343138
17,1.216,14.58,5.846,3.6975408737521875
18,1.507,13.517,5.7,3.360323884449859
19,2.053,10.699,5.364,2.47264258602785
20,2.875,7.988,5.057,1.5585686047291663
21,3.102,7.177,4.599,1.0258656411491465
22,1.713,7.14,4.326,1.3243283728516577
23,1.355,6.508,4.156,1.253854616182601
24,1.382,6.157,4.053,1.1579153351566935
25,1.391,5.133,3.924,0.9872328386810929
26,1.446,4.227,3.644,0.8512337309739748
27,1.501,4.044,3.257,0.9410540707497433
28,1.377,3.851,2.942,0.9450506710397124
29,1.186,3.53,2.4,0.7848576057698585
30,1.203,3.47,2.098,0.7555123011669341
31,1.045,3.458,1.808,0.7656173447808318
32,0.63,2.771,1.358,0.5887083772987972
33,0.397,2.241,0.968,0.5302617989619401
34,0.348,2.066,0.974,0.5573217171031618
35,0.454,3.001,0.943,0.7975365531132272
36,0.331,3.006,0.801,0.7848179892022898
37,0.37,2.702,0.734,0.6961112697231162
38,0.412,2.652,0.74,0.6754970670833842
39,0.329,2.575,0.73,0.6561229812936024
40,0.335,2.478,0.699,0.6306404965458796
41,0.365,2.346,0.658,0.5957738221524038
42,0.317,1.493,0.569,0.33038599456332485
43,0.311,0.678,0.516,0.11719510116942121
44,0.361,0.656,0.458,0.09922541948218135
45,0.188,0.417,0.33,0.08432961428715406
46,0.069,0.369,0.199,0.10476793275659615
47,0.009,0.321,0.119,0.08323573896403476
48,0.041,0.187,0.073,0.04206714326738001
49,-0.034,0.173,0.051,0.05037145964219315
50,-0.035,0.195,0.058,0.07395523434147078
51,-0.064,0.256,0.031,0.09029488757878523
52,-0.044,0.105,-0.004,0.042334409600054065
53,-0.066,0.05,-0.012,0.0351579969473006
54,-0.056,0.053,-0.004,0.03636934670963026
55,-0.093,-0.012,-0.04,0.02792006636808508
56,-0.123,0.025,-0.067,0.04396365844165439
57,-0.121,-0.034,-0.089,0.027777922828495366
58,-0.118,-0.046,-0.099,0.02302797637938248
59,-0.122,-0.082,-0.101,0.015572711462003577
60,-0.122,-0.008,-0.102,0.03390353990935632
61,-0.124,-0.071,-0.11,0.01578012659187337
62,-0.121,0.012,-0.084,0.04907894582101864
63,-0.121,-0.024,-0.092,0.030565663565067947
64,-0.121,-0.041,-0.092,0.028528876206799315
65,-0.124,-0.046,-0.098,0.02520397003527386
66,-0.123,-0.095,-0.114,0.010299582605801914
67,-0.123,0.24,-0.077,0.11195733107864841
68,-0.122,0.236,-0.071,0.1100411496349556
69,-0.124,-0.068,-0.102,0.019416479229715167
70,-0.123,0.01,-0.089,0.0413211563257515
71,-0.121,-0.042,-0.106,0.023662279169682176
72,-0.122,-0.053,-0.105,0.021882413552257958
73,-0.123,0.053,-0.072,0.06144233347240438
74,-0.123,0.017,-0.096,0.04202632617268327
75,-0.121,-0.005,-0.087,0.03682159486743789
76,-0.123,-0.031,-0.096,0.02970682212591382
77,-0.121,0.021,-0.077,0.04275639498539832
78,-0.12,0.001,-0.082,0.04101586013658183
79,-0.124,0.051,-0.08,0.052341224101709376
80,-0.123,0.072,-0.088,0.06119832382321098
81,-0.124,0.164,-0.061,0.0918770482193187
82,-0.122,0.013,-0.074,0.04820264862928537
83,-0.122,0.158,-0.081,0.08514595605347036
84,-0.121,0.241,-0.026,0.11672307149301564
85,-0.121,0.46,-0.027,0.17693644862893482
86,-0.117,0.354,-0.005,0.17063354231634612
87,-0.118,0.328,0.007,0.16317553716926467
88,-0.123,0.269,-0.043,0.12039816707489417
89,-0.124,0.229,-0.062,0.10536700421354483
90,-0.122,0.341,-0.01,0.16300679932951476
91,-0.119,0.259,-0.034,0.11473098650249149
92,-0.123,-0.029,-0.083,0.031244651638664148
93,-0.123,0.389,-0.026,0.18688221819676448
94,-0.12,0.385,0.006,0.18182427993258818
95,-0.111,0.156,-0.044,0.08796798947911891
96,-0.122,0.174,-0.06,0.08716147452561504
97,-0.119,0.179,-0.043,0.10630302596690076
98,-0.117,0.08,-0.05,0.07770561722867092
99,-0.119,0.02,-0.07,0.0507284380615003
