Iteration,Min,Max,Average,Std. Dev.
0,1.639,19.734,9.093,6.119611718451688
1,1.639,19.734,9.093,6.119611718451688
2,1.449,19.693,8.502,5.82477962202658
3,0.953,19.018,7.522,5.495351422129013
4,0.828,18.77,6.844,4.98530487501866
5,0.795,17.925,6.421,4.576307948401076
6,0.704,15.189,5.782,3.7470566009562916
7,0.813,9.136,4.943,2.0913173158097282
8,1.459,6.292,4.509,1.3138508049948063
9,3.525,5.666,4.215,0.6423038290400435
10,1.735,5.251,3.508,1.044519554524031
11,0.952,4.356,2.989,1.1417472405409694
12,0.405,3.968,2.398,1.0061510394592084
13,0.371,3.834,1.95,0.9559617318975111
14,0.544,2.723,1.556,0.6613057831137642
15,0.828,1.869,1.299,0.3720097549790527
16,0.038,1.512,0.962,0.5520163365211329
17,-0.116,0.929,0.405,0.38077830402970503
18,-0.117,0.462,0.079,0.20645591252038312
19,-0.119,0.288,-0.009,0.14275673064110625
20,-0.122,0.263,-0.015,0.131404147509867
21,-0.122,0.181,0.001,0.1057514654822113
22,-0.123,0.123,-0.023,0.08795492552133088
23,-0.123,0.043,-0.087,0.0587355094113321
24,-0.124,0.166,-0.028,0.11728589875905611
25,-0.123,0.135,-0.043,0.10027384174304825
26,-0.123,-0.01,-0.088,0.0396343310965604
27,-0.121,0.071,-0.07,0.06187290064291208
28,-0.121,0.064,-0.082,0.060406067653556626
29,-0.112,0.236,0.008,0.12555333240041963
30,-0.12,0.275,-0.013,0.14632258084421382
31,-0.124,-0.056,-0.101,0.021526990796525973
32,-0.114,0.339,-0.037,0.1447152798633815
33,-0.122,0.378,-0.038,0.14926091518861875
34,-0.124,0.39,-0.06,0.15892243758180544
35,-0.124,0.316,-0.019,0.142196745137161
36,-0.123,0.02,-0.074,0.045278408418498714
37,-0.119,0.008,-0.093,0.03771499457039674
38,-0.122,-0.065,-0.098,0.017341391145573315
39,-0.121,0.182,-0.057,0.09163843556368298
40,-0.123,-0.05,-0.089,0.02991687165321859
41,-0.123,0.053,-0.077,0.06389917287802771
42,-0.122,0.128,-0.069,0.07623527982569488
43,-0.12,0.075,-0.072,0.061073290157782414
44,-0.119,-0.019,-0.099,0.030701886457804625
45,-0.117,0.146,-0.038,0.08196262457697416
46,-0.113,0.098,-0.035,0.07797147977515259
47,-0.116,0.007,-0.085,0.039709002245923254
48,-0.122,0.086,-0.08,0.06855184918664822
49,-0.123,0.107,-0.068,0.07627508003075671
