n,k,loss p1,loss p2,loss p3,loss p4,loss p5,loss p6,loss p7,loss p8,loss p9,loss p10,loss p11,loss p12,loss p13,loss p14,loss p15,loss p16,loss p17,loss p18,loss p19,loss p20,loss p21,loss p22,loss p23,loss p24,loss p25,loss p26,loss p27,loss p28,loss p29,loss p30,loss p31,loss p32,loss p33,loss p34,loss p35,loss p36,loss p37,loss p38,loss p39,loss p40,loss p41,loss p42,loss p43,loss p44,loss p45,loss p46,loss p47,loss p48,loss p49,loss p50
5,5,3.3423210560455834,3.3424451690259844,3.3423525627058517,3.3423825874189235,3.3422890188986276,3.342284119631919,3.342289501464968,3.342284220879186,3.342347167334402,3.3423262866400383,3.3424044160947353,3.343050787118888,3.3423601283794113,3.342386002326982,3.3422840698683487,3.3422874032914147,3.3422853537177524,3.3422843455364024,3.342573433657293,3.342352530068461,3.342312168603061,3.3423730821882964,3.342293454344689,3.3423238287806947,3.342284161193894,3.342351919425918,3.3423006814880916,3.342463422048631,3.3423250995277183,3.3423372780434657,3.342284072936288,3.342350975910468,3.3422944227920586,3.342285303151663,3.3422886362060478,3.3424615528710926,3.3422949460870868,3.3422849983124174,3.342643676099729,3.3423679640888864,3.3423718802892535,3.3422848700662144,3.342541939506773,3.342339502401417,3.3424797180822625,3.3423148191113423,3.342302394652434,3.342576428260886,3.3423101053812116,3.34237188892705
5,50,3.3423210560455834,3.3424451690259844,3.3423525627058517,3.3423825874189235,3.3422890188986276,3.342284119631919,3.342289501464968,3.342284220879186,3.342347167334402,3.3423262866400383,3.3424044160947353,3.343050787118888,3.3423601283794113,3.342386002326982,3.3422840698683487,3.3422874032914147,3.3422853537177524,3.3422843455364024,3.342573433657293,3.342352530068461,3.342312168603061,3.3423730821882964,3.342293454344689,3.3423238287806947,3.342284161193894,3.342351919425918,3.3423006814880916,3.342463422048631,3.3423250995277183,3.3423372780434657,3.342284072936288,3.342350975910468,3.3422944227920586,3.342285303151663,3.3422886362060478,3.3424615528710926,3.3422949460870868,3.3422849983124174,3.342643676099729,3.3423679640888864,3.3423718802892535,3.3422848700662144,3.342541939506773,3.342339502401417,3.3424797180822625,3.3423148191113423,3.342302394652434,3.342576428260886,3.3423101053812116,3.34237188892705
5,100,3.3423210560455834,3.3424451690259844,3.3423525627058517,3.3423825874189235,3.3422890188986276,3.342284119631919,3.342289501464968,3.342284220879186,3.342347167334402,3.3423262866400383,3.3424044160947353,3.343050787118888,3.3423601283794113,3.342386002326982,3.3422840698683487,3.3422874032914147,3.3422853537177524,3.3422843455364024,3.342573433657293,3.342352530068461,3.342312168603061,3.3423730821882964,3.342293454344689,3.3423238287806947,3.342284161193894,3.342351919425918,3.3423006814880916,3.342463422048631,3.3423250995277183,3.3423372780434657,3.342284072936288,3.342350975910468,3.3422944227920586,3.342285303151663,3.3422886362060478,3.3424615528710926,3.3422949460870868,3.3422849983124174,3.342643676099729,3.3423679640888864,3.3423718802892535,3.3422848700662144,3.342541939506773,3.342339502401417,3.3424797180822625,3.3423148191113423,3.342302394652434,3.342576428260886,3.3423101053812116,3.34237188892705
5,500,3.3423210560455834,3.3424451690259844,3.3423525627058517,3.3423825874189235,3.3422890188986276,3.342284119631919,3.342289501464968,3.342284220879186,3.342347167334402,3.3423262866400383,3.3424044160947353,3.343050787118888,3.3423601283794113,3.342386002326982,3.3422840698683487,3.3422874032914147,3.3422853537177524,3.3422843455364024,3.342573433657293,3.342352530068461,3.342312168603061,3.3423730821882964,3.342293454344689,3.3423238287806947,3.342284161193894,3.342351919425918,3.3423006814880916,3.342463422048631,3.3423250995277183,3.3423372780434657,3.342284072936288,3.342350975910468,3.3422944227920586,3.342285303151663,3.3422886362060478,3.3424615528710926,3.3422949460870868,3.3422849983124174,3.342643676099729,3.3423679640888864,3.3423718802892535,3.3422848700662144,3.342541939506773,3.342339502401417,3.3424797180822625,3.3423148191113423,3.342302394652434,3.342576428260886,3.3423101053812116,3.34237188892705
5,1000,3.3423210560455834,3.3424451690259844,3.3423525627058517,3.3423825874189235,3.3422890188986276,3.342284119631919,3.342289501464968,3.342284220879186,3.342347167334402,3.3423262866400383,3.3424044160947353,3.343050787118888,3.3423601283794113,3.342386002326982,3.3422840698683487,3.3422874032914147,3.3422853537177524,3.3422843455364024,3.342573433657293,3.342352530068461,3.342312168603061,3.3423730821882964,3.342293454344689,3.3423238287806947,3.342284161193894,3.342351919425918,3.3423006814880916,3.342463422048631,3.3423250995277183,3.3423372780434657,3.342284072936288,3.342350975910468,3.3422944227920586,3.342285303151663,3.3422886362060478,3.3424615528710926,3.3422949460870868,3.3422849983124174,3.342643676099729,3.3423679640888864,3.3423718802892535,3.3422848700662144,3.342541939506773,3.342339502401417,3.3424797180822625,3.3423148191113423,3.342302394652434,3.342576428260886,3.3423101053812116,3.34237188892705
10,5,3.3423210560455834,3.3424451690259844,3.3423525627058517,3.3423825874189235,3.3422890188986276,3.342284119631919,3.342289501464968,3.342284220879186,3.342347167334402,3.3423262866400383,3.3424044160947353,3.343050787118888,3.3423601283794113,3.342386002326982,3.3422840698683487,3.3422874032914147,3.3422853537177524,3.3422843455364024,3.342573433657293,3.342352530068461,3.342312168603061,3.3423730821882964,3.342293454344689,3.3423238287806947,3.342284161193894,3.342351919425918,3.3423006814880916,3.342463422048631,3.3423250995277183,3.3423372780434657,3.342284072936288,3.342350975910468,3.3422944227920586,3.342285303151663,3.3422886362060478,3.3424615528710926,3.3422949460870868,3.3422849983124174,3.342643676099729,3.3423679640888864,3.3423718802892535,3.3422848700662144,3.342541939506773,3.342339502401417,3.3424797180822625,3.3423148191113423,3.342302394652434,3.342576428260886,3.3423101053812116,3.34237188892705
10,50,3.3423210560455834,3.3424451690259844,3.3423525627058517,3.3423825874189235,3.3422890188986276,3.342284119631919,3.342289501464968,3.342284220879186,3.342347167334402,3.3423262866400383,3.3424044160947353,3.343050787118888,3.3423601283794113,3.342386002326982,3.3422840698683487,3.3422874032914147,3.3422853537177524,3.3422843455364024,3.342573433657293,3.342352530068461,3.342312168603061,3.3423730821882964,3.342293454344689,3.3423238287806947,3.342284161193894,3.342351919425918,3.3423006814880916,3.342463422048631,3.3423250995277183,3.3423372780434657,3.342284072936288,3.342350975910468,3.3422944227920586,3.342285303151663,3.3422886362060478,3.3424615528710926,3.3422949460870868,3.3422849983124174,3.342643676099729,3.3423679640888864,3.3423718802892535,3.3422848700662144,3.342541939506773,3.342339502401417,3.3424797180822625,3.3423148191113423,3.342302394652434,3.342576428260886,3.3423101053812116,3.34237188892705
10,100,3.3423210560455834,3.3424451690259844,3.3423525627058517,3.3423825874189235,3.3422890188986276,3.342284119631919,3.342289501464968,3.342284220879186,3.342347167334402,3.3423262866400383,3.3424044160947353,3.343050787118888,3.3423601283794113,3.342386002326982,3.3422840698683487,3.3422874032914147,3.3422853537177524,3.3422843455364024,3.342573433657293,3.342352530068461,3.342312168603061,3.3423730821882964,3.342293454344689,3.3423238287806947,3.342284161193894,3.342351919425918,3.3423006814880916,3.342463422048631,3.3423250995277183,3.3423372780434657,3.342284072936288,3.342350975910468,3.3422944227920586,3.342285303151663,3.3422886362060478,3.3424615528710926,3.3422949460870868,3.3422849983124174,3.342643676099729,3.3423679640888864,3.3423718802892535,3.3422848700662144,3.342541939506773,3.342339502401417,3.3424797180822625,3.3423148191113423,3.342302394652434,3.342576428260886,3.3423101053812116,3.34237188892705
10,500,3.342372955106882,3.342292679530918,3.3423681060868144,3.342644642654192,3.342397503567527,3.342343216151499,3.342342465201203,3.342285991305042,3.342721447792871,3.342667391582895,3.342284069879324,3.342307048328831,3.3422860930460696,3.342292043446961,3.3422861325190367,3.34235812286779,3.3423125772047135,3.342667101650059,3.3430916415846106,3.3422961155551154,3.342299557106688,3.3423122719587797,3.342535929517637,3.3427372383458964,3.3422848685991804,3.342333403028066,3.3424090892910017,3.3423738508261085,3.34232890948592,3.342290598651933,3.342553326434334,3.343084166547755,3.342303765746369,3.3422866497519146,3.342532340562262,3.3423110485092895,3.3423003609226325,3.342575336819222,3.3422840936889773,3.342869131451319,3.342355227291282,3.3422943737835027,3.3422890620480175,3.342646859499838,3.342284788107218,3.3425418628197465,3.3424353214877844,3.3422844064985475,3.342670020840509,3.342662152565535
10,1000,3.342372955106882,3.342292679530918,3.3423681060868144,3.342644642654192,3.342397503567527,3.342343216151499,3.342342465201203,3.342285991305042,3.342721447792871,3.342667391582895,3.342284069879324,3.342307048328831,3.3422860930460696,3.342292043446961,3.3422861325190367,3.34235812286779,3.3423125772047135,3.342667101650059,3.3430916415846106,3.3422961155551154,3.342299557106688,3.3423122719587797,3.342535929517637,3.3427372383458964,3.3422848685991804,3.342333403028066,3.3424090892910017,3.3423738508261085,3.34232890948592,3.342290598651933,3.342553326434334,3.343084166547755,3.342303765746369,3.3422866497519146,3.342532340562262,3.3423110485092895,3.3423003609226325,3.342575336819222,3.3422840936889773,3.342869131451319,3.342355227291282,3.3422943737835027,3.3422890620480175,3.342646859499838,3.342284788107218,3.3425418628197465,3.3424353214877844,3.3422844064985475,3.342670020840509,3.342662152565535
