Iteration,Min,Max,Average,Std. Dev.
0,1.639,19.734,9.093,6.119611718451688
1,1.639,19.734,9.093,6.119611718451688
2,1.638,19.734,9.087,6.116574393348119
3,1.633,19.721,9.07,6.104528300973769
4,1.631,19.712,9.041,6.079035432337866
5,1.63,19.669,9.018,6.057162529791044
6,1.627,19.618,8.985,6.027487957614933
7,1.614,19.546,8.938,5.990860720695181
8,1.6,19.515,8.892,5.969317407116816
9,1.57,19.49,8.851,5.971130655247882
10,1.537,19.445,8.794,5.964569041701717
11,1.508,19.366,8.73,5.915097399687714
12,1.482,19.327,8.656,5.875666927690565
13,1.477,19.249,8.607,5.848269110197169
14,1.456,19.247,8.562,5.826173887083688
15,1.438,19.234,8.519,5.810909530615297
16,1.399,19.205,8.479,5.812462926117434
17,1.391,19.109,8.409,5.7591630982094815
18,1.357,19.061,8.293,5.716124162833384
19,1.305,18.948,8.128,5.619294804840159
20,1.236,18.836,8.003,5.538154536163818
21,1.217,18.697,7.866,5.429543956018734
22,1.186,18.536,7.79,5.391485601049106
23,1.173,18.418,7.7,5.316030725721125
24,1.112,18.387,7.642,5.299891888205109
25,1.07,18.379,7.571,5.2307421610773455
26,1.033,18.327,7.451,5.0932165434467755
27,0.944,18.235,7.303,4.94235030176788
28,0.925,18.182,7.147,4.807432742573604
29,0.865,18.092,6.962,4.69251954373388
30,0.838,18.034,6.851,4.6400275706644845
31,0.782,18.02,6.73,4.604763941511878
32,0.726,17.834,6.612,4.562940282277586
33,0.677,17.483,6.452,4.470420618154127
34,0.665,16.841,6.323,4.312089860739639
35,0.648,16.094,6.164,4.102856992815011
36,0.648,15.567,6.048,3.9393347338034657
37,0.658,15.302,5.967,3.8448586107031058
38,0.703,15.278,5.926,3.8261530087832845
39,0.765,15.249,5.872,3.8090034438176557
40,0.858,15.213,5.829,3.7855843953505377
41,0.896,15.161,5.799,3.773842949007608
42,0.905,14.799,5.735,3.6746890438448188
43,0.942,14.32,5.658,3.5328222757296
44,0.953,14.265,5.615,3.501797531981112
45,0.998,13.745,5.537,3.3366424970959545
46,1.218,13.629,5.539,3.2658772638945606
47,1.341,13.22,5.491,3.1264875692823297
48,1.534,12.69,5.431,2.951307992769586
49,1.786,12.467,5.405,2.84019944883024
50,2.234,11.733,5.372,2.5777649288753905
51,2.377,11.708,5.369,2.5523798617134705
52,2.57,11.359,5.343,2.4269739337233758
53,2.739,11.157,5.314,2.341311712079472
54,2.965,10.354,5.238,2.0963611252465912
55,3.144,9.667,5.16,1.9017391281377682
56,3.16,9.601,5.127,1.8591837282243788
57,3.32,9.339,5.078,1.7340614554898957
58,3.426,8.5,4.958,1.4616341569604572
59,3.696,8.395,4.917,1.367543263095549
60,3.712,7.525,4.791,1.0614293487445252
61,3.701,5.799,4.553,0.559997550177826
62,3.701,4.708,4.338,0.2988396389722252
63,2.492,4.598,4.103,0.6233671521540061
64,1.729,4.593,3.943,0.823127740777158
65,1.605,4.47,3.789,0.8147527685012791
66,1.583,4.234,3.639,0.7656105116875618
67,1.553,4.007,3.403,0.7144274034594653
68,1.447,3.779,3.108,0.7275940963451293
69,1.392,3.406,2.801,0.6606346900007954
70,1.355,3.133,2.545,0.6207222228576186
71,1.385,2.83,2.334,0.5468196448391303
72,1.398,2.828,2.115,0.49305087555576294
73,1.426,2.629,1.91,0.3808845728560822
74,1.403,2.414,1.745,0.2819351996007478
75,1.328,2.214,1.62,0.2531808565803055
76,1.137,2.054,1.511,0.2479601450876009
77,1.267,1.782,1.383,0.1652036201948528
78,1.02,1.761,1.276,0.23079143982191255
79,0.966,1.432,1.134,0.16862265280810984
80,0.794,1.192,1.01,0.11155224469781226
81,0.716,1.055,0.93,0.10847757679057336
82,0.722,1.045,0.838,0.09887896235500208
83,0.686,0.921,0.784,0.06358886937112507
84,0.443,0.828,0.692,0.12834683315670056
85,0.325,0.775,0.566,0.1443677809968244
86,0.24,0.733,0.426,0.14129181193146756
87,0.233,0.637,0.333,0.11602630152369683
88,0.206,0.457,0.276,0.07160710543092358
89,0.217,0.283,0.237,0.023094067603703614
90,0.171,0.25,0.215,0.021432596794113135
91,0.13,0.208,0.186,0.024617869078414657
92,0.08,0.199,0.151,0.03574660750994045
93,0.034,0.15,0.113,0.03776681579081896
94,0.024,0.143,0.074,0.03991728642788097
95,0.005,0.116,0.04,0.03733220530777697
96,-0.023,0.108,0.021,0.04320315328018776
97,-0.032,0.076,0.001,0.03048109329758621
98,-0.064,0.015,-0.021,0.022754611821902738
99,-0.08,-0.01,-0.044,0.021901695323788814
