Iteration,Min,Max,Average,Std. Dev.
0,0.111,31.675,6.754,6.808124995885279
1,0.111,31.675,6.754,6.808124995885279
2,0.117,30.746,6.46,6.64296526369817
3,0.102,28.696,5.974,6.307948436977998
4,0.086,26.946,5.345,5.862381180199747
5,0.064,24.443,4.616,5.290457268417924
6,0.051,23.254,3.968,4.848128582018854
7,-0.055,19.74,3.352,4.271193202219122
8,-0.109,18.484,2.792,3.815793556549825
9,-0.118,17.876,2.277,3.568539098123765
10,-0.111,17.555,1.885,3.2913366359132055
11,-0.115,16.838,1.585,2.977578174220453
12,-0.117,16.391,1.345,2.8238910227505456
13,-0.11,14.542,1.119,2.5632306308065327
14,-0.122,14.36,0.872,2.1721122466977167
15,-0.12,12.081,0.674,1.7729762499274107
16,-0.107,7.92,0.483,1.3149723631392618
17,-0.119,6.143,0.322,1.0653971705355447
18,-0.123,5.236,0.228,0.8998661690151832
19,-0.112,4.797,0.149,0.6971313073499342
20,-0.108,4.611,0.106,0.5652701579653998
21,-0.113,2.715,0.05,0.3539223927651307
22,-0.114,2.472,0.036,0.2902868605916981
23,-0.113,0.984,0.014,0.1482311534461012
24,-0.113,0.928,0.002,0.12417286652853453
25,-0.112,0.903,-0.003,0.11955292481129204
26,-0.111,0.623,-0.012,0.09210694487703484
27,-0.119,0.22,-0.029,0.04704902712448132
28,-0.118,0.17,-0.044,0.047883164435788925
29,-0.121,0.232,-0.064,0.049422301181069675
30,-0.124,0.258,-0.081,0.042922774471628906
31,-0.124,0.117,-0.089,0.03322194087127638
32,-0.123,0.108,-0.094,0.03397142153072295
33,-0.124,0.163,-0.099,0.03616272100885469
34,-0.124,0.133,-0.096,0.044718173632537314
35,-0.124,0.072,-0.101,0.03886186673171734
36,-0.124,0.018,-0.104,0.02651160853871434
37,-0.124,0.113,-0.108,0.028256386908965852
38,-0.124,0.074,-0.107,0.032802627581092425
39,-0.124,0.07,-0.102,0.03563227091196136
40,-0.124,0.063,-0.107,0.026826963510278003
41,-0.124,0.086,-0.1,0.03572065930210473
42,-0.124,0.079,-0.104,0.034256733762488875
43,-0.124,0.168,-0.101,0.04213207683902344
44,-0.124,0.237,-0.101,0.04510245769510485
45,-0.124,0.009,-0.105,0.02710328429479424
46,-0.124,-0.001,-0.105,0.025556215037377174
47,-0.124,0.055,-0.104,0.03271521918081736
48,-0.124,0.047,-0.099,0.036020449771023165
49,-0.124,0.031,-0.105,0.028301353606484347
50,-0.124,0.088,-0.101,0.03290942548475477
51,-0.124,0.087,-0.101,0.03878629982765888
52,-0.124,0.063,-0.103,0.03508056554628624
53,-0.124,0.169,-0.103,0.04125205137559074
54,-0.124,0.146,-0.103,0.03944464823659934
55,-0.124,0.061,-0.104,0.03360513569914347
56,-0.124,0.177,-0.103,0.03771907358754371
57,-0.124,0.192,-0.102,0.040364187855874895
58,-0.124,0.026,-0.107,0.02781980968663608
59,-0.124,0.096,-0.104,0.03530644448989613
60,-0.124,0.103,-0.102,0.03792409151380065
61,-0.124,0.11,-0.1,0.04587122544989532
62,-0.124,0.331,-0.09,0.06625893830494181
63,-0.124,0.328,-0.099,0.0603001265137148
64,-0.124,0.319,-0.097,0.0525816181108649
65,-0.124,0.23,-0.097,0.05169146986643591
66,-0.124,0.064,-0.102,0.034683795964172474
67,-0.124,0.061,-0.098,0.04113975094662889
68,-0.124,0.023,-0.108,0.025196267736851588
69,-0.124,0.424,-0.1,0.0643837787824026
70,-0.124,0.43,-0.09,0.07326380308057162
71,-0.124,0.231,-0.102,0.04184427389521729
72,-0.124,0.373,-0.1,0.05970012533899978
73,-0.124,0.504,-0.093,0.08110377616330335
74,-0.124,0.274,-0.098,0.05588962317467643
75,-0.124,0.164,-0.103,0.04137996173100717
76,-0.124,0.097,-0.101,0.038175670225757734
77,-0.124,0.088,-0.1,0.0413877253595363
78,-0.124,0.04,-0.104,0.03174828854800351
79,-0.124,0.073,-0.103,0.03726249026715012
80,-0.124,0.1,-0.094,0.04771540698336783
81,-0.124,0.095,-0.098,0.04484153365623152
82,-0.124,0.1,-0.097,0.042108696711121656
83,-0.124,0.072,-0.102,0.036283620747283606
84,-0.124,0.176,-0.1,0.042983678029378435
85,-0.124,0.084,-0.105,0.037481706394998954
86,-0.124,0.093,-0.093,0.047918305909743955
87,-0.124,0.208,-0.094,0.04886788940589384
88,-0.124,0.214,-0.095,0.05220115935061561
89,-0.124,0.181,-0.09,0.060734872676216856
90,-0.124,0.148,-0.099,0.04699313278199016
91,-0.124,0.428,-0.094,0.06268497714066533
92,-0.124,0.467,-0.092,0.07191631899360389
93,-0.124,0.143,-0.093,0.05236331088134047
94,-0.124,0.121,-0.099,0.043288472003638584
95,-0.124,0.071,-0.098,0.04088476066729789
96,-0.124,0.135,-0.092,0.04956667379907159
97,-0.124,0.079,-0.098,0.04340261931775798
98,-0.124,0.14,-0.101,0.04293872399317244
99,-0.124,0.09,-0.094,0.04343339413290066
